,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Delta W max5 [lambda],,,174.7248820022508,467.4317798862095,8902.972654984658,62526.48893753686,,,,,,,,,,,,,1119.7634564083066,1094.764340015846,269.4139909972432,10677.611970105669,,,,,,,,,41172.01654755627,13838.75177036718,13450.808170738208,459.15704527882554,382.59441910928024,301.5344103360436,,,1033.5105341762307,1191.4411950882427,316.93588942216945,1281.4131680898493,1191.4411950882427,316.93588942216945,853.5397037669738,968.3965315471709,259.31117882620873,23762.304549269393,8252.67376235792,6368.771429840875,19456.664405790256,8252.67376235792,6368.771429840875
Delta W max6 [lambda],,,274.56767171782275,734.5356541069007,13990.385600690179,98255.91118755791,,,,,,,,,,,,,1279.7296644666362,1251.1592457323957,307.9017039968494,12202.985108692192,,,,,,,,,64698.88314615985,21746.60992486271,21136.9842683029,655.9386361126079,546.5634558704004,430.7634433372051,,,1624.087982276934,1872.264735138667,498.0421119491234,2013.6492641411917,1872.264735138667,498.0421119491234,1341.2766773481019,1521.7659781455543,407.488995298328,37340.76429170904,12968.487340848158,10008.069389749946,30574.75835195612,12968.487340848158,10008.069389749946
Delta W max7 [lambda],,,374.41046143339463,1001.6395283275917,19077.798546395697,133985.333437579,,,,,,,,,,,,,,,,,,,,,,,,,88225.74974476344,29654.468079358245,28823.160365867585,,,,,,2214.6654303776377,2553.0882751890913,679.1483344760774,2745.8853601925343,2553.0882751890913,679.1483344760774,1829.0136509292297,2075.1354247439376,555.6668117704472,50919.2240341487,17684.3009193384,13647.367349659018,41692.85229812198,17684.3009193384,13647.367349659018
Delta W max8 [lambda],,,449.29255372007356,1201.96743399311,22893.358255674837,160782.40012509478,,,,,,,,,,,,,,,,,,,,,,,,,105870.89969371611,35585.36169522989,34587.792439041106,,,,,,2657.598516453165,3063.7059302269095,814.9780013712929,3295.062432231041,3063.7059302269095,814.9780013712929,2194.8163811150757,2490.162509692725,666.8001770072697,61103.068840978434,21221.16110320608,16376.840819590821,50031.422757746375,21221.16110320608,16376.840819590821
Delta W max9 [lambda],,,549.1353434356455,1469.0713082138013,27980.771201380358,196511.82237511582,,,,,,,,,,,,,,,,,,,,,,,,,129397.7662923197,43493.21984972542,42273.9685366058,,,,,,3248.175964553868,3744.529470277334,996.0842238982468,4027.2985282823834,3744.529470277334,996.0842238982468,2316.7506245103577,2628.504871342321,742.9471108013097,74681.52858341808,25936.974681696316,20016.138779499892,61149.51670391224,25936.974681696316,20016.138779499892
Delta W max10 [lambda],,,648.9781331512173,1736.1751824344924,33068.18414708588,232241.2446251369,,,,,,,,,,,,,,,,,,,,,,,,,152924.63289092327,51401.07800422096,49960.14463417049,,,,,,3838.7534126545715,4425.353010327758,1391.2250606694886,4759.534624333726,4425.353010327758,1391.2250606694886,,,,88259.98832585775,30652.788260186557,23655.436739408964,72267.6106500781,30652.788260186557,23655.436739408964
Delta W max11 [lambda],,,772.2134402841542,2003.2790566551835,38155.597092791395,267970.666875158,,,,,,,,,,,,,,,,,,,,,,,,,176451.49948952688,59308.93615871649,57646.32073173517,,,,,,4429.330860755275,5106.176550378183,1852.2227139090824,5491.770720385069,5106.176550378183,1852.2227139090824,,,,101838.4480682974,35368.6018386768,27294.734699318036,83385.70459624396,35368.6018386768,27294.734699318036
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],0.6812465895969512,2.2221952389867505,0.9190679627367552,7.642726079707202,0.7570547034868441,3.2748144688714698,0.8722593727264586,0.6600539108242911,0.5570111266730317,1.205556637981611,0.6633525468093516,0.6600539108242911,0.5570111266730317,1.205556637981611,0.6633525468093516,0.6600539108242911,0.5570111266730317,1.205556637981611,2.5812106506554606,1.6163754111576973,2.2338667753917876,4.155780117047347,2.1225376104797276,1.3316472493554252,2.051161165335698,8.9985097151541,2.7783868964912983,1.6804924015718026,1.7705215615413896,10.513795020943506,1.123058012590811,0.9501979652651408,0.93012452212996,2.0586081164580152,1.7948873155506855,1.500877748106163,2.224809279483009,1.6161747197377758,1.4626277079001424,1.0368776955533565,1.519019736079048,1.3636235122910692,1.0368776955533565,1.519019736079048,1.2668221436758045,0.8874160540805508,1.3064528231843142,0.8413362437585215,0.9593514806855277,0.7897197528693719,0.9521193407816574,0.9593514806855277,0.7897197528693719
W kernel support pred1 [uv-pixels],1.1464351978664864,3.7424078160668928,1.2462253604742801,10.37637362727953,1.0264893088601053,4.4429690272908156,1.4680450731606947,1.1107566448301742,0.9372920441241883,2.029355753460827,1.1163099533118397,1.1107566448301742,0.9372920441241883,2.029355753460827,1.1163099533118397,1.1107566448301742,0.9372920441241883,2.029355753460827,3.5014613079638024,2.1921640370010627,3.0300558629565195,5.639103718803519,2.8789755391376453,1.8058781028720488,2.7821167285679995,12.219395592092903,3.769088930779496,2.2791568026616114,2.401310524773904,14.279892179441237,1.522918979898312,1.2884485607179854,1.2612218578656635,2.792222221750479,2.434371317177482,2.0354646939912557,3.0177640689149685,2.1918917461041985,1.9835713174857175,1.4060200572967476,2.0600780062186117,1.8492574246896187,1.4060200572967476,2.0600780062186117,1.7179375780322,1.2032949431876432,1.771699517030887,1.140796763086469,1.3008640609802835,1.070790922762019,1.291054640978195,1.3008640609802835,1.070790922762019
W kernel support pred2 [uv-pixels],1.929776630897152,6.306149486596593,1.5468660230856441,12.893244494036715,1.2740668134349342,5.517333331462593,2.4715271782635186,1.8696851248784117,1.5775544577158835,3.417373122459721,1.879038149202456,1.8696851248784117,1.5775544577158835,3.417373122459721,1.879038149202456,1.8696851248784117,1.5775544577158835,3.417373122459721,4.347646875954256,2.72143548160621,3.762081786061161,7.003668669537747,3.574427591863232,2.2417483573553554,3.4541244067187393,15.18570216421452,4.680112124043792,2.8294690710161206,2.9811719111647923,17.749343757485263,1.890403463291747,1.5992876865373835,1.565484650985056,3.4666757768108116,3.022230931082293,2.5268415133363566,3.746814125199918,2.7210973357985013,2.4624004926631735,1.7452605789007754,2.5574065465316043,2.295614049416334,1.7452605789007754,2.5574065465316043,2.1325513391454756,1.493567023874047,2.199308002290975,1.4159755232190419,1.6147021177293233,1.3290650946175075,1.6025232536898062,1.6147021177293233,1.3290650946175075
W kernel support pred3 [uv-pixels],3.2495475649827252,10.63457388510072,2.097857545391052,17.516784456575827,1.7277654361543584,7.488359443035019,4.162724088903692,3.148278127932692,2.6560268501020645,5.757803104402589,3.1640400623359564,3.148278127932692,2.6560268501020645,5.757803104402589,3.1640400623359564,3.148278127932692,2.6560268501020645,5.757803104402589,5.899653453351168,3.691786832125704,5.104518488298807,9.507854292619028,4.849733679123139,3.0407518746621665,4.686401511270478,20.636740580074935,6.351166056324769,3.8384257776479935,4.044347980419781,24.127293828644277,2.5639759219122955,2.168980107370635,2.123118004019093,4.70344185839065,4.10008348362073,3.4276691988328767,5.08378849265613,3.6913278597562815,3.340208920617305,2.3670353743969383,3.469153191666465,3.1138532591561594,2.3670353743969383,3.469153191666465,2.8925645122281174,2.025546256325206,2.9831568811073645,1.9202799908421508,2.189893773373786,1.8023751520691644,2.1733699807824207,2.189893773373786,1.8023751520691644
W kernel support pred4 [uv-pixels],5.842695255920037,17.953748836184893,3.0801089404497413,25.7901880614444,2.5364499406032897,11.007888578342557,7.01538718289402,6.247242415976737,6.247242415976737,9.70832560485109,5.33049151710371,6.247242415976737,6.247242415976737,9.70832560485109,5.33049151710371,6.247242415976737,6.247242415976737,9.70832560485109,8.669809979515923,5.422615720739976,7.500078623804503,13.981584683675344,7.125330443214343,4.46563268536424,6.885112613954014,30.396235157011727,,,,,3.764966847672521,3.184598118556724,3.1172197442179193,6.910173733401973,6.022914695420183,5.034347686429902,6.313583796942548,4.583510088472847,4.905785204564192,3.475588125637987,5.095328798979972,4.573074590233502,3.475588125637987,5.095328798979972,4.247842241828326,2.97387703834585,4.380983886767382,2.8192379963938436,3.215323951780164,2.646042193378826,3.191047584962732,3.215323951780164,2.646042193378826
W kernel support pred5 [uv-pixels],,,3.967249818239033,33.29302979317701,3.2667087275923543,14.192329811621546,,,,,,,,,,,,,11.175086565271604,6.986822853526133,9.6660479430724,18.031515993710507,,,,,,,,,4.849878947971107,4.101902960024288,4.015073352048088,8.905155572938622,7.760888083581854,6.486217865965648,,,6.32046811336973,4.476915418592335,6.56483970263612,5.891541873123911,4.476915418592335,6.56483970263612,5.47228839015732,3.8303547029779015,5.6439159737857745,3.6310870328467924,4.141499441216819,3.40791720359816,4.1102143818482535,4.141499441216819,3.40791720359816
W kernel support pred6 [uv-pixels],,,5.575010288962793,46.95598220584232,4.5898905878562255,19.975753966393768,,,,,,,,,,,,,12.360384223224077,7.726540817535202,10.690651692567926,19.948826890233885,,,,,,,,,6.816516214304803,5.764390230745349,5.642269666857403,11.655143064106264,10.156113368708645,8.486662263503794,,,8.885798568626763,6.291862588399775,9.229742406615886,8.282158876977402,6.291862588399775,9.229742406615886,7.692204793526982,5.382485964282663,7.9337023474398665,5.102259213754571,5.820081445138774,4.788442293033786,5.776079925346046,5.820081445138774,4.788442293033786
W kernel support pred7 [uv-pixels],,,7.0422655917071895,59.491466155398925,5.797170053666909,25.26624291415962,,,,,,,,,,,,,,,,,,,,,,,,,8.611751078948453,7.281651623351075,7.127283903997893,,,,,,11.22847633737668,7.948450109150838,11.663502145217818,10.465043109930795,7.948450109150838,11.663502145217818,9.718994044003383,6.798914049797584,10.024379856176278,6.444723014218666,7.352049878815833,6.0480998545821905,7.296428291424393,7.352049878815833,6.0480998545821905
W kernel support pred8 [uv-pixels],,,8.079640548672657,68.38941954132363,6.650595969415112,29.013319820479587,,,,,,,,,,,,,,,,,,,,,,,,,9.881260105258093,8.354414603714597,8.177226199862613,,,,,,12.885604235500363,9.11981978387052,13.385138618467515,12.009009529040247,9.11981978387052,13.385138618467515,11.152433182575834,7.80032171243361,11.50305502622043,7.393794032112483,8.435220988382198,6.938582492246494,8.371375901175679,8.435220988382198,6.938582492246494
W kernel support pred9 [uv-pixels],,,9.399611705335914,79.75068879550548,7.736348431072328,33.78857502965717,,,,,,,,,,,,,,,,,,,,,,,,,11.496879513421172,9.71945093224484,9.513201111659848,,,,,,14.995072973591386,10.61043792241525,15.576814884497843,13.974282453255654,10.61043792241525,15.576814884497843,11.617008209505096,8.124815915595862,12.48160032096528,8.601322554723717,9.813512010774819,8.071514022714606,9.739194328830482,9.813512010774819,8.071514022714606
W kernel support pred10 [uv-pixels],,,10.662193808117665,90.65707898346776,8.774736583765376,38.36358879802824,,,,,,,,,,,,,,,,,,,,,,,,,13.042531920782379,11.025175641398816,10.791103993741508,,,,,,17.013737455995514,12.036397114907604,20.055837320281416,15.854814008973852,12.036397114907604,20.055837320281416,,,,9.756267733165345,11.131926316486709,9.155057443905552,11.04758251179671,11.131926316486709,9.155057443905552
W kernel support pred11 [uv-pixels],,,12.15747220194383,101.19689757015432,9.77481493669653,42.77691980804013,,,,,,,,,,,,,,,,,,,,,,,,,14.5316109648296,12.282935607006786,12.022043749311937,,,,,,18.958999631526467,13.410071130176922,24.91120763520158,17.666839119131392,13.410071130176922,24.91120763520158,,,,10.868685123832508,12.401919276631721,10.198655379008528,12.307910100752144,12.401919276631721,10.198655379008528
AW kernel support pred0 [uv-pixels],10.023177984842805,10.243932432429228,10.04214548391573,12.586153579606307,10.028615648436805,10.522566692852553,10.037969735624289,10.021759883632935,10.015501055625602,10.07240620742539,10.021977679148884,10.021759883632935,10.015501055625602,10.07240620742539,10.021977679148884,10.021759883632935,10.015501055625602,10.07240620742539,10.327761055672095,10.129791185892985,10.246470649457759,10.829150861505534,10.222776819822538,10.088274599589163,10.208195831104598,13.452627144677827,10.378797316962816,10.140219657963064,10.15552788386123,14.509992616897378,10.062865362293406,10.045042367914334,10.04316342726073,10.209694773946321,10.159804155372521,10.112004450887087,10.244499808681423,10.129759164201262,10.10639796425597,10.053612055153911,10.114713093241827,10.092545223246365,10.053612055153911,10.114713093241827,10.079922536592598,10.039298145440242,10.084979870044673,10.035329923578084,10.045912365907514,10.03113439687018,10.0452243000886,10.045912365907514,10.03113439687018
AW kernel support pred1 [uv-pixels],10.065501163027461,10.67734125434598,10.07735469501244,14.410729671078498,10.0525459611585,10.942576194729718,10.107183402750312,10.061499904290333,10.043829766377888,10.203836767319661,10.062114485130007,10.061499904290333,10.043829766377888,10.203836767319661,10.062114485130007,10.061499904290333,10.043829766377888,10.203836767319661,10.595292883689794,10.237459800415374,10.448982655389814,11.480395931823244,10.406176058233537,10.16175160700323,10.379796408956098,15.789668414379685,10.686722199445652,10.256439720054844,10.284274025734142,17.43316725831732,10.115299413232142,10.082663323428797,10.079220236444787,10.382509568290182,10.29204370909376,10.205053479550457,10.44542483461703,10.237401497774702,10.194829825531764,10.098360876970121,10.209991253262936,10.16955028616161,10.098360876970121,10.209991253262936,10.146492473855936,10.072135757638543,10.155733315652173,10.06486051839113,10.084257399786566,10.05716626094396,10.082996681839747,10.084257399786566,10.05716626094396
AW kernel support pred2 [uv-pixels],10.184499881936116,11.82233146834001,10.118932477953235,16.3167323194017,10.080835592603236,11.42107556627081,10.300895426752726,10.173284743198314,10.123669199803954,10.56780199748794,10.175007831257831,10.173284743198314,10.123669199803954,10.56780199748794,10.175007831257831,10.173284743198314,10.123669199803954,10.56780199748794,10.904220896423311,10.363696786405187,10.684252868825837,12.208659829508914,10.619629589089875,10.248191825766408,10.579743636643096,18.182561706762595,11.040989516054333,10.392588475631893,10.43491188098481,20.372510984691626,10.177112815235244,10.1270786066027,10.121795403606507,10.583848115951346,10.44671622093711,10.314306958468899,10.67888646296034,10.363607996778423,10.298709442753875,10.151154342648184,10.321837445156879,10.26010934950879,10.151154342648184,10.321837445156879,10.224860645216205,10.110921938913581,10.238991927379429,10.099751812908842,10.129524318989493,10.087934081155103,10.127590077536539,10.129524318989493,10.087934081155103
AW kernel support pred3 [uv-pixels],10.514730589847995,14.597745090172872,10.217681061804296,20.17021907908133,10.148161084766524,12.493019136625533,10.831817568641888,10.483875961247318,10.346713421587703,11.539163600065132,10.488620000556171,10.483875961247318,10.346713421587703,11.539163600065132,10.488620000556171,10.483875961247318,10.346713421587703,11.539163600065132,11.610594768126152,10.659704030312321,11.227471175531218,13.798525038918982,11.113951446646743,10.452089358748397,11.043656963381208,22.931965937732237,11.846404951503724,10.711373042262725,10.786878630388198,26.117547884396345,10.32346707885224,10.23252044738585,10.222897341702597,11.050898846485804,10.807899174800786,10.571135990830296,11.218061572217497,10.659545082610837,10.54310180323473,10.276325046613039,10.584659837106226,10.473589743710484,10.276325046613039,10.584659837106226,10.409943777821352,10.20307981133702,10.435479144596007,10.182704711579765,10.236973905342403,10.161129670897639,10.233451865004604,10.236973905342403,10.161129670897639
AW kernel support pred4 [uv-pixels],11.581756682539593,20.55084176555331,10.463606982538977,27.661052045153113,10.3166650765248,14.871906769248001,12.215386089924202,11.791015130343055,11.791015130343055,13.9374167638701,11.331996285470385,11.791015130343055,11.791015130343055,13.9374167638701,11.331996285470385,11.791015130343055,11.791015130343055,13.9374167638701,13.2350143589236,11.37562135686734,12.500047174440953,17.18966870730163,12.278857191326768,10.95179781043247,12.141036846448852,31.99892360252694,,,,,10.685269082436491,10.494839930971555,10.474591110575249,12.155266390573205,11.673709839991245,11.195742790358402,11.826298675452751,11.000389299071754,11.138524519581619,10.586770651103942,11.223296109865172,10.996045253082551,10.586770651103942,11.223296109865172,10.864813100622628,10.432830135643956,10.917555578796723,10.389807644047641,10.504204306604628,10.34415483687,10.496798782938372,10.504204306604628,10.34415483687
AW kernel support pred5 [uv-pixels],,,10.758209475573416,34.76241983535341,10.520046858780054,17.36151564471955,,,,,,,,,,,,,14.99608481375435,12.199003794841408,13.908000677227987,20.618815897898646,,,,,,,,,11.114014837581122,10.808589542278678,10.775936804859551,13.390362048064263,12.658253585936839,11.919354940799941,,,11.829975366505355,10.956403226662927,11.96232085848342,11.606475160132486,10.956403226662927,11.96232085848342,11.399383326524754,10.708483419729655,11.482760448566113,10.638834195536095,10.823678562374218,10.564747969856182,10.811746494658124,10.823678562374218,10.564747969856182
