,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [blcoal] [spbf],37cDPrepA [blcoal] [spbf],37cDPrepB [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Delta W snapshot7 [lambda],31.848694407447102,62.41268530828363,756.0694689557388,5103.303692516194,56454.88077535112,134222.93114092323,52.45633319185536,42.807646139371066,27.770703706360717,595.5836775848837,52.45633319185536,42.807646139371066,27.770703706360717,595.5836775848837,52.45633319185536,42.807646139371066,27.770703706360717,595.5836775848837,5590.440249544905,3863.2269328244324,2560.399201743451,26924.54968936745,7908.520188565988,7730.895084549731,11844.212490364629,32778.76309236139,7408.473648421254,9216.055471070305,5001.307345731517,42396.44622108063,134972.61511516888,87761.10212869708,66964.5199273663,2423.3877870468486,2423.3877706018543,402.900023948401,4847.379155527038,3419.3279665844834,2230.278316012667,4847.396288061409,3419.3279665844834,2230.278316012667,4847.396288061409,3419.3279665844834,2230.278316012667,63875.34116017791,52970.917378717975,31702.185820924147,63875.34116017791,52970.917378717975,31702.185820924147
Delta W snapshot8 [lambda],,,907.2833627468866,6123.9644310194335,67745.85693042135,161067.51736910787,,,,,,,,,,,,,6708.528299453886,4635.872319389319,3072.4790420921413,32309.45962724094,9490.224226279186,9277.074101459677,14213.054988437556,39334.51571083367,8890.168378105505,11059.266565284368,6001.56881487782,50875.735465296755,161967.13813820263,105313.3225544365,80357.42391283956,2908.0653444562186,2908.0653247222253,483.4800287380812,5816.8549866324465,4103.19355990138,2676.3339792152,5816.875545673691,4103.19355990138,2676.3339792152,5816.875545673691,4103.19355990138,2676.3339792152,76650.40939221349,63565.100854461576,38042.622985108974,76650.40939221349,63565.100854461576,38042.622985108974
Delta W snapshot9 [lambda],,,1108.9018878017503,7484.845415690418,82800.49180384832,196860.2990066874,,,,,,,,,,,,,8199.312365999192,5666.066168142501,3755.252162557061,39489.33954440559,11599.162943230116,11338.646124006273,17371.51165253479,48075.51920213004,10865.76135101784,13516.881357569782,7335.250773739557,62181.45445758492,197959.83550224768,128716.28312208905,98214.62922680391,3554.3020876687115,3554.3020635493863,590.9200351243214,7109.489428106323,5015.014350990576,3271.074863485245,7109.5145558234,5015.014350990576,3271.074863485245,7109.5145558234,5015.014350990576,3271.074863485245,93683.83370159427,77690.6788221197,46496.53920402208,93683.83370159427,77690.6788221197,46496.53920402208
Delta W snapshot10 [lambda],,,1310.520412856614,8845.726400361404,97855.12667727529,232653.0806442669,,,,,,,,,,,,,9690.096432544502,6696.260016895683,4438.0252830219815,46669.21946157025,13708.101660181046,13400.218146552868,20529.968316632025,56816.52269342641,12841.354323930174,15974.496149855197,8668.932732601295,73487.1734498731,233952.53286629272,152119.24368974162,116071.83454076825,4200.538830881204,4200.538802376547,698.3600415105617,8402.1238695802,5926.835142079771,3865.815747755289,8402.153565973109,5926.835142079771,3865.815747755289,8402.153565973109,5926.835142079771,3865.815747755289,110717.25801097504,91816.25678977782,54950.455422935185,110717.25801097504,91816.25678977782,54950.455422935185
Delta W snapshot11 [lambda],,,1512.1389379114776,10206.607385032388,112909.76155070224,268445.86228184646,,,,,,,,,,,,,11180.88049908981,7726.453865648865,5120.798403486902,53849.0993787349,15817.040377131976,15461.790169099462,23688.424980729258,65557.52618472278,14816.947296842509,18432.11094214061,10002.614691463034,84792.89244216126,269945.23023033777,175522.20425739416,133929.0398547326,4846.775574093697,4846.775541203709,805.800047896802,9694.758311054076,6838.655933168967,4460.556632025334,9694.792576122818,6838.655933168967,4460.556632025334,9694.792576122818,6838.655933168967,4460.556632025334,127750.68232035582,105941.83475743595,63404.371641848295,127750.68232035582,105941.83475743595,63404.371641848295
Delta W max0 [lambda],1.9507325324561349,3.822776975132372,50.40463126371592,340.22024616774627,3763.6587183567417,8948.19540939488,3.2129504080011406,2.6219683260364777,1.700955602014594,36.47950025207413,3.2129504080011406,2.6219683260364777,1.700955602014594,36.47950025207413,3.2129504080011406,2.6219683260364777,1.700955602014594,36.47950025207413,372.696016636327,257.5484621882955,170.69328011623006,1794.9699792911633,527.2346792377325,515.3930056366487,789.6141660243086,2185.2508728240928,493.89824322808363,614.4036980713537,333.4204897154344,2826.429748072042,8998.174341011258,5850.740141913139,4464.301328491087,161.55918580312326,161.5591847067903,26.860001596560068,323.1586103684692,227.95519777229887,148.68522106751112,323.15975253742727,227.95519777229887,148.68522106751112,323.15975253742727,227.95519777229887,148.68522106751112,4258.356077345194,3531.394491914532,2113.4790547282764,4258.356077345194,3531.394491914532,2113.4790547282764
Delta W max1 [lambda],2.8265716286609304,5.539125821110172,75.60694689557388,510.33036925161946,5645.488077535112,13422.293114092321,4.655499570777163,3.799178594869182,2.4646499539395137,52.858051385658435,4.655499570777163,3.799178594869182,2.4646499539395137,52.858051385658435,4.655499570777163,3.799178594869182,2.4646499539395137,52.858051385658435,559.0440249544904,386.32269328244325,256.03992017434507,2692.454968936745,790.8520188565989,773.0895084549732,1184.421249036463,3277.876309236139,740.8473648421254,921.6055471070306,500.13073457315164,4239.644622108062,13497.261511516886,8776.110212869708,6696.45199273663,242.33877870468487,242.33877706018544,40.2900023948401,484.73791555270384,341.9327966584483,223.02783160126668,484.7396288061409,341.9327966584483,223.02783160126668,484.7396288061409,341.9327966584483,223.02783160126668,6387.534116017791,5297.091737871798,3170.2185820924146,6387.534116017791,5297.091737871798,3170.2185820924146
Delta W max2 [lambda],4.140330272968123,8.113649090076871,100.80926252743184,680.4404923354925,7527.317436713483,17896.39081878976,6.8193233149411965,5.564993998118238,3.6101914818268934,77.42587808603488,6.8193233149411965,5.564993998118238,3.6101914818268934,77.42587808603488,6.8193233149411965,5.564993998118238,3.6101914818268934,77.42587808603488,745.392033272654,515.096924376591,341.3865602324601,3589.9399585823267,1054.469358475465,1030.7860112732974,1579.2283320486172,4370.5017456481855,987.7964864561673,1228.8073961427074,666.8409794308689,5652.859496144084,17996.348682022515,11701.480283826279,8928.602656982173,323.1183716062465,323.1183694135806,53.720003193120135,646.3172207369385,455.91039554459775,297.37044213502224,646.3195050748545,455.91039554459775,297.37044213502224,646.3195050748545,455.91039554459775,297.37044213502224,8516.712154690387,7062.788983829064,4226.958109456553,8516.712154690387,7062.788983829064,4226.958109456553
Delta W max3 [lambda],6.011441069405641,11.780394351938535,151.21389379114777,1020.6607385032389,11290.976155070224,26844.586228184642,9.9011328899627,8.079943208806288,5.241720324575585,112.41641914414681,9.9011328899627,8.079943208806288,5.241720324575585,112.41641914414681,9.9011328899627,8.079943208806288,5.241720324575585,112.41641914414681,1118.0880499089808,772.6453865648865,512.0798403486901,5384.90993787349,1581.7040377131977,1546.1790169099463,2368.842498072926,6555.752618472278,1481.694729684251,1843.2110942140612,1000.2614691463033,8479.289244216125,26994.523023033773,17552.220425739415,13392.90398547326,484.67755740936974,484.67755412037087,80.5800047896802,969.4758311054077,683.8655933168966,446.05566320253337,969.4792576122818,683.8655933168966,446.05566320253337,969.4792576122818,683.8655933168966,446.05566320253337,12775.068232035583,10594.183475743595,6340.437164184829,12775.068232035583,10594.183475743595,6340.437164184829
Delta W max4 [lambda],8.798201830057263,17.24150431641335,252.02315631857962,1701.1012308387315,18818.29359178371,44740.9770469744,14.491062044250043,11.825612246001256,7.671656898882148,164.52999093282415,14.491062044250043,11.825612246001256,7.671656898882148,164.52999093282415,14.491062044250043,11.825612246001256,7.671656898882148,164.52999093282415,1863.4800831816349,1287.7423109414774,853.4664005811503,8974.849896455817,2636.173396188663,2576.9650281832437,3948.070830121543,10926.254364120463,2469.491216140418,3072.018490356769,1667.102448577172,14132.14874036021,44990.87170505629,29253.700709565695,22321.50664245543,807.7959290156163,807.7959235339514,134.30000798280034,1615.7930518423461,1139.7759888614944,743.4261053375556,1615.7987626871363,1139.7759888614944,743.4261053375556,1615.7987626871363,1139.7759888614944,743.4261053375556,21291.780386725968,17656.97245957266,10567.395273641381,21291.780386725968,17656.97245957266,10567.395273641381
Delta W max5 [lambda],12.819099498997458,25.12110583658416,352.8324188460115,2381.541723174224,26345.61102849719,62637.36786576417,21.11367410972178,17.230077571096853,11.177708241810189,239.7224302279157,21.11367410972178,17.230077571096853,11.177708241810189,239.7224302279157,21.11367410972178,17.230077571096853,11.177708241810189,239.7224302279157,2608.872116454289,1802.8392353180684,1194.8529608136105,12564.789855038143,3690.642754664128,3607.751039456541,5527.29916217016,15296.756109768648,3457.2877025965854,4300.825886499476,2333.943428008041,19785.008236504294,62987.22038707881,40955.18099339197,31250.109299437605,1130.9143006218626,1130.914292947532,188.02001117592047,2262.110272579285,1595.6863844060922,1040.796547472578,2262.118267761991,1595.6863844060922,1040.796547472578,2262.118267761991,1595.6863844060922,1040.796547472578,29808.49254141636,24719.761443401723,14794.353383097934,29808.49254141636,24719.761443401723,14794.353383097934
Delta W max6 [lambda],18.711107964375174,36.66745261861663,554.4509439008751,3742.422707845209,41400.24590192416,98430.1495033437,30.818095750215026,25.149492106880498,16.315288427486923,349.9054105811192,30.818095750215026,25.149492106880498,16.315288427486923,349.9054105811192,30.818095750215026,25.149492106880498,16.315288427486923,349.9054105811192,2981.568133090616,2060.387697506364,1365.5462409298405,14359.759834329307,5799.581471615058,5669.323062003136,8685.755826267396,24037.75960106502,5432.88067550892,6758.440678784891,3667.6253868697786,31090.72722879246,98979.91775112384,64358.141561044526,49107.314613401955,1615.5918580312325,1615.5918470679028,268.6000159656007,3554.7447140531617,2507.507175495288,1635.5374317426224,3554.7572779117,2507.507175495288,1635.5374317426224,3554.7572779117,2507.507175495288,1635.5374317426224,46841.91685079713,38845.33941105985,23248.26960201104,46841.91685079713,38845.33941105985,23248.26960201104
Delta W max7 [lambda],36.608637169026565,62.41268530828363,756.0694689557388,5103.303692516194,56454.88077535112,134222.93114092323,52.45633319185536,42.807646139371066,33.47075398311001,595.5836775848837,52.45633319185536,42.807646139371066,33.47075398311001,595.5836775848837,52.45633319185536,42.807646139371066,33.47075398311001,595.5836775848837,5590.440249544905,3863.2269328244324,2560.399201743451,26924.54968936745,7908.520188565988,7730.895084549731,11844.212490364629,32778.76309236139,7408.473648421254,9216.055471070305,5001.307345731517,42396.44622108063,134972.61511516888,87761.10212869708,66964.5199273663,2423.3877870468486,2423.3877706018543,441.2648230195167,4847.379155527038,3419.3279665844834,2230.278316012667,4847.396288061409,3419.3279665844834,2230.278316012667,4847.396288061409,3419.3279665844834,2230.278316012667,63875.34116017791,52970.917378717975,31702.185820924147,63875.34116017791,52970.917378717975,31702.185820924147
Delta W max8 [lambda],,,907.2833627468866,6123.9644310194335,67745.85693042135,161067.51736910787,,,,,,,,,,,,,6708.528299453886,4635.872319389319,3072.4790420921413,32309.45962724094,9490.224226279186,9277.074101459677,14213.054988437556,39334.51571083367,8890.168378105505,11059.266565284368,6001.56881487782,50875.735465296755,161967.13813820263,105313.3225544365,80357.42391283956,2908.0653444562186,2908.0653247222253,635.421345148104,5816.8549866324465,4103.19355990138,2676.3339792152,5816.875545673691,4103.19355990138,2676.3339792152,5816.875545673691,4103.19355990138,2676.3339792152,76650.40939221349,63565.100854461576,38042.622985108974,76650.40939221349,63565.100854461576,38042.622985108974
Delta W max9 [lambda],,,1108.9018878017503,7484.845415690418,82800.49180384832,196860.2990066874,,,,,,,,,,,,,8199.312365999192,5666.066168142501,3755.252162557061,39489.33954440559,11599.162943230116,11338.646124006273,17371.51165253479,48075.51920213004,10865.76135101784,13516.881357569782,7335.250773739557,62181.45445758492,197959.83550224768,128716.28312208905,98214.62922680391,3554.3020876687115,3554.3020635493863,949.2096637397603,7109.489428106323,5015.014350990576,3271.074863485245,7109.5145558234,5015.014350990576,3271.074863485245,7109.5145558234,5015.014350990576,3271.074863485245,93683.83370159427,77690.6788221197,46496.53920402208,93683.83370159427,77690.6788221197,46496.53920402208
Delta W max10 [lambda],,,1310.520412856614,8845.726400361404,97855.12667727529,232653.0806442669,,,,,,,,,,,,,9690.096432544502,6696.260016895683,4438.0252830219815,46669.21946157025,13708.101660181046,13400.218146552868,20529.968316632025,56816.52269342641,12841.354323930174,15974.496149855197,8668.932732601295,73487.1734498731,233952.53286629272,152119.24368974162,116071.83454076825,4200.538830881204,4200.538802376547,1325.7556460497478,8402.1238695802,5926.835142079771,3865.815747755289,8402.153565973109,5926.835142079771,3865.815747755289,8402.153565973109,5926.835142079771,3865.815747755289,110717.25801097504,91816.25678977782,54950.455422935185,110717.25801097504,91816.25678977782,54950.455422935185
Delta W max11 [lambda],,,1512.1389379114776,10206.607385032388,112909.76155070224,268445.86228184646,,,,,,,,,,,,,11180.88049908981,7726.453865648865,5120.798403486902,53849.0993787349,15817.040377131976,15461.790169099462,23688.424980729258,65557.52618472278,14816.947296842509,18432.11094214061,10002.614691463034,84792.89244216126,269945.23023033777,175522.20425739416,133929.0398547326,4846.775574093697,4846.775541203709,1765.0592920780668,9694.758311054076,6838.655933168967,4460.556632025334,9694.792576122818,6838.655933168967,4460.556632025334,9694.792576122818,6838.655933168967,4460.556632025334,127750.68232035582,105941.83475743595,63404.371641848295,127750.68232035582,105941.83475743595,63404.371641848295
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],1.382461915977767,3.1464964952881815,1.1352899257507094,1.4982380355580691,0.8911498222865438,3.2791814153503074,1.6447003638870505,1.4117738476248614,1.426220143252493,1.7445168140712315,1.6447003638870505,1.4117738476248614,1.426220143252493,1.7445168140712315,1.6447003638870505,1.4117738476248614,1.426220143252493,1.7445168140712315,3.163301287815655,2.9286379482681704,2.7102981961241466,3.57011516334896,3.3850774807378055,2.6391180077138,2.4925229627311976,3.5818994067370284,3.7472465707144433,2.6620626385496804,2.7884641089516733,3.82243880380949,1.5456359254075387,1.1186128500210801,1.2765444531468098,2.1113526912894605,2.1113526805208136,4.685940352558686,1.7099941257334186,1.6079005853188653,1.4703673311580803,1.7099986670091276,1.6079005853188653,1.4703673311580803,1.7099986670091276,1.6079005853188653,1.4703673311580803,1.31171834738151,1.1396667598798338,1.0836801558525977,1.31171834738151,1.1396667598798338,1.0836801558525977
W kernel support pred1 [uv-pixels],1.8266879237952334,4.159040903926383,1.5395112883576147,2.0318834003679647,1.2083591276901278,4.448897461257677,2.173322096302028,1.8654315333433773,1.8845263652535604,2.3052712153885078,2.173322096302028,1.8654315333433773,1.8845263652535604,2.3052712153885078,2.173322096302028,1.8654315333433773,1.8845263652535604,2.3052712153885078,4.291584930328349,3.9730369361049926,3.6766699897116926,4.843878713646755,4.592661265682571,3.5800571726930626,3.3810913225965558,4.8598781482469615,5.084375653550306,3.611199645240862,3.7827672306158293,5.186470470626642,2.0961886413432453,1.5168892425938185,1.7311265202386406,2.86379728025028,2.8637972656369453,6.359081604671211,2.3191849637517317,2.1806657177502036,1.994071505031746,2.3191911254253186,2.1806657177502036,1.994071505031746,2.3191911254253186,2.1806657177502036,1.994071505031746,1.778842659769913,1.5454483858731356,1.4695044662367078,1.778842659769913,1.5454483858731356,1.4695044662367078
W kernel support pred2 [uv-pixels],2.43367052274859,5.543477807914005,1.9110050402140615,2.522394246897693,1.4998542764556593,5.524699255760213,2.895702244196107,2.4853093675328353,2.510759899343824,3.0715931002336565,2.895702244196107,2.4853093675328353,2.510759899343824,3.0715931002336565,2.895702244196107,2.4853093675328353,2.510759899343824,3.0715931002336565,5.329245476434512,4.933482746156422,4.565300895910645,6.015472338794377,5.703324652475924,4.445282048468224,4.1981212899707865,6.03535278447378,6.314313418586773,4.483969024032825,4.697104743333809,6.4411803570245425,2.6022494116097463,1.882916759857894,2.148928071075537,3.555575304343191,3.5555752861926044,7.898481136877652,2.8791795813828798,2.707156256856844,2.475439519692489,2.879187233532207,2.707156256856844,2.475439519692489,2.879187233532207,2.707156256856844,2.475439519692489,2.2081777782154184,1.9183767671169651,1.8240828488777698,2.2081777782154184,1.9183767671169651,1.8240828488777698
