,max_LOW_continuum [blcoal] [spbf],max_LOW_spectral [blcoal] [spbf],max_MID_continuum [blcoal] [spbf],max_MID_spectral [blcoal] [spbf],max_Band5_MID_continuum [blcoal] [spbf],max_Band5_MID_spectral [blcoal] [spbf],01ICAL [blcoal] [spbf],01DPrepA [blcoal] [spbf],01DPrepB [blcoal] [spbf],01DPrepC [blcoal] [spbf],02AICAL [blcoal] [spbf],02ADPrepA [blcoal] [spbf],02ADPrepB [blcoal] [spbf],02ADPrepC [blcoal] [spbf],02BICAL [blcoal] [spbf],02BDPrepA [blcoal] [spbf],02BDPrepB [blcoal] [spbf],02BDPrepC [blcoal] [spbf],13ICAL [Bmax=40000] [blcoal] [spbf],13DPrepA [Bmax=40000] [blcoal] [spbf],13DPrepB [Bmax=40000] [blcoal] [spbf],13DPrepC [Bmax=40000] [blcoal] [spbf],14ICAL [Bmax=25000] [blcoal] [spbf],14DPrepA [Bmax=25000] [blcoal] [spbf],14DPrepB [Bmax=25000] [blcoal] [spbf],14DPrepC [Bmax=25000] [blcoal] [spbf],15ICAL [Bmax=15000] [blcoal] [spbf],15DPrepA [Bmax=15000] [blcoal] [spbf],15DPrepB [Bmax=15000] [blcoal] [spbf],15DPrepC [Bmax=15000] [blcoal] [spbf],22ICAL [blcoal] [spbf],22DPrepA [blcoal] [spbf],22DPrepB [blcoal] [spbf],27ICAL [Bmax=50000] [blcoal] [spbf],27DPrepA [Bmax=50000] [blcoal] [spbf],27DPrepB [Bmax=50000] [blcoal] [spbf],32ICAL [Bmax=20000] [blcoal] [spbf],32DPrepB [Bmax=20000] [blcoal] [spbf],37aICAL [blcoal] [spbf],37aDPrepA [blcoal] [spbf],37aDPrepB [blcoal] [spbf],37bICAL [blcoal] [spbf],37bDPrepA [blcoal] [spbf],37bDPrepB [blcoal] [spbf],37cICAL [Bmax=95000] [blcoal] [spbf],37cDPrepA [Bmax=95000] [blcoal] [spbf],37cDPrepB [Bmax=95000] [blcoal] [spbf],38aICAL [blcoal] [spbf],38aDPrepA [blcoal] [spbf],38aDPrepB [blcoal] [spbf],38bICAL [blcoal] [spbf],38bDPrepA [blcoal] [spbf],38bDPrepB [blcoal] [spbf]
Delta W max5 [lambda],,,158.83852055001896,428.2748353836936,8843.676727571095,61036.81054313332,,,,,,,,,,,,,318.414837622837,289.0955416977381,230.7524959897304,1766.3976257588045,,,,,,,,,26984.153263959673,13737.56351996932,13022.004591801562,410.58031598484456,342.9733546143727,271.0242421479461,,,801.1773290695918,351.0821234793995,316.93586514068727,660.4945142575534,351.0821234793995,316.93586514068727,483.2807626110977,287.84010255512993,256.1850140302935,5308.1807003734275,7992.050245682376,6177.748556019259,12611.945373172557,7992.050245682376,6177.748556019259
Delta W max6 [lambda],,,249.60338943574408,673.0033127458042,13897.20628618315,95914.98799635236,,,,,,,,,,,,,363.9026715689566,330.39490479741494,263.7171382739776,2018.740143724348,,,,,,,,,42403.66941479377,21587.599817094644,20463.150072831028,586.543308549778,489.96193516338957,387.1774887827801,,,1258.9929456807872,551.700479753342,498.0420737925085,1037.9199509761554,551.700479753342,498.0420737925085,759.4411983888679,452.32016115806135,402.5764506190326,8341.426814872528,12558.93610035802,9707.890588030263,19818.771300699733,12558.93610035802,9707.890588030263
Delta W max7 [lambda],,,340.3682583214692,917.7317901079149,18950.735844795203,130793.1654495714,,,,,,,,,,,,,,,,,,,,,,,,,57823.18556562787,29437.63611421997,27904.29555386049,,,,,,1716.8085622919825,752.3188360272846,679.1482824443298,1415.3453876947574,752.3188360272846,679.1482824443298,1035.601634166638,616.8002197609927,548.9678872077717,11374.67292937163,17125.82195503366,13238.03262004127,27025.597228226907,17125.82195503366,13238.03262004127
Delta W max8 [lambda],,,408.44190998576306,1101.2781481294978,22740.883013754243,156951.79853948567,,,,,,,,,,,,,,,,,,,,,,,,,69387.82267875344,35325.16333706397,33485.15466463259,,,,,,2060.170274750379,902.7826032327416,814.9779389331958,1698.4144652337088,902.7826032327416,814.9779389331958,1242.7219609999656,740.1602637131913,666.8001770072697,13649.607515245956,20550.986346040398,15885.639144049523,32430.716673872288,20550.986346040398,15885.639144049523
Delta W max9 [lambda],,,499.20677887148815,1346.0066254916085,27794.4125723663,191829.9759927047,,,,,,,,,,,,,,,,,,,,,,,,,84807.33882958753,43175.19963418929,40926.300145662055,,,,,,2517.9858913615744,1103.400959506684,996.0842150355509,2075.839901952311,1103.400959506684,996.0842150355509,1311.762069944408,781.2802783639241,742.9471108013097,16682.853629745056,25117.87220071604,19415.781176060525,39637.542601399466,25117.87220071604,19415.781176060525
Delta W max10 [lambda],,,589.9716477572133,1590.7351028537191,32847.94213097835,226708.15344592376,,,,,,,,,,,,,,,,,,,,,,,,,100226.85498042165,51025.235931314615,48367.445626691515,,,,,,2975.8015079727697,1391.2250606694886,1391.2250606694886,2453.2653386709126,1391.2250606694886,1391.2250606694886,,,,19716.09974424416,29684.75805539168,22945.923208071534,46844.368528926636,29684.75805539168,22945.923208071534
Delta W max11 [lambda],,,772.2134402841542,1835.4635802158298,37901.471689590406,261586.3308991428,,,,,,,,,,,,,,,,,,,,,,,,,115646.37113125574,58875.27222843994,55808.59110772098,,,,,,3433.617124583965,1852.2227139090824,1852.2227139090824,2830.690775389515,1852.2227139090824,1852.2227139090824,,,,22749.34585874326,34251.64391006732,26476.06524008254,54051.19445645381,34251.64391006732,26476.06524008254
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],0.9302363295630457,2.0068854639895912,0.8555808057381251,7.15504633165494,0.7532658347858352,3.215956925142885,1.1163097731893465,0.9696210934535311,0.8128076742118431,2.397264257827985,2.2138050521807875,0.9696210934535311,0.8128076742118431,2.397264257827985,2.2138050521807875,0.9696210934535311,0.8128076742118431,2.397264257827985,2.8436394568800565,2.3554566465555955,1.9883558411759001,9.200357422859769,3.718416900113328,1.8679007485130548,1.692827375904085,8.33290223164345,3.844893479114736,1.7436595049522285,1.4733508839120135,9.34965744708492,1.1432946692404091,0.9449757916507587,0.9077686461485435,1.892678222863734,1.6533389380257828,1.3852909235078594,1.886292531393383,1.368151484523565,1.2079900678096036,1.6404017580848769,1.5190196486460878,1.3741270942654187,1.6404017580848769,1.5190196486460878,1.2730892672564325,1.4130112618804074,1.2946040433530142,1.6653909472951438,0.9365096078169,0.7718678376998264,0.9612734195260634,0.9365096078169,0.7718678376998264
W kernel support pred1 [uv-pixels],1.5656729294123335,3.3795018233228076,1.1601165472493766,9.713574094546795,1.021350746960334,4.36306662103947,1.8790378458348196,1.6319961976256505,1.3679393724136908,4.037526668274701,3.7282651049305495,1.6319961976256505,1.3679393724136908,4.037526668274701,3.7282651049305495,1.6319961976256505,1.3679393724136908,4.037526668274701,3.8576602891850955,3.195067601469124,2.6968911995664127,12.493830799630388,5.045231804481689,2.533441848819094,2.2958929306910343,11.314512711569861,5.2169595218620035,2.364862982381577,1.9981192388199043,12.696829181115662,1.5503695893862288,1.2813654166209005,1.2308996860823158,2.5670625721116163,2.242315200722522,1.8786519967038047,2.55839775303178,1.855400166442313,1.638129282779794,2.2247622813514094,2.060077887597492,1.8635068219598445,2.2247622813514094,2.060077887597492,1.7264393303598808,1.9162585276318322,1.7556256746182959,2.2586672203864087,1.2698822676299604,1.0465793644910657,1.303470917027774,1.2698822676299604,1.0465793644910657
W kernel support pred2 [uv-pixels],2.636008290622881,5.693919363277276,1.4399608749621435,12.068962816362228,1.2676875926229867,5.418057521585394,3.1640395510920407,2.747755166360974,2.3028844478687125,6.804113177391345,6.282288074556852,2.747755166360974,2.3028844478687125,6.804113177391345,6.282288074556852,2.747755166360974,2.3028844478687125,6.804113177391345,4.790145618539912,3.9670472676844843,3.3482725486066065,15.527110375347256,6.265672413586466,3.1452710673122164,2.850253414512804,14.0600826666387,6.479067691568595,2.9359071886148698,2.480465964286743,15.779656456813639,1.9244871307509046,1.5904936540419288,1.5278388005026202,3.1870268209649746,2.783716351355888,2.3321147233549926,3.1762653887152905,2.3032417676845536,2.0334545214022137,2.7619179422668516,2.5574063992263567,2.3133081851364214,2.7619179422668516,2.5574063992263567,2.143107972624694,2.3788130057001804,2.1793488703879356,2.804023488112485,1.5762368639256377,1.2990075334156979,1.6179386602904426,1.5762368639256377,1.2990075334156979
W kernel support pred3 [uv-pixels],4.440038793213563,9.60043097753565,1.9528198902801783,16.395296685137687,1.719111613242821,7.353500155128991,5.330491183521604,4.74724296334971,4.74724296334971,11.475921217912378,11.514474800786333,4.74724296334971,4.74724296334971,11.475921217912378,11.514474800786333,4.74724296334971,4.74724296334971,11.475921217912378,6.500609090868051,5.382824047762211,4.542694583448196,21.101497680573505,8.505038500152352,4.267108615888434,3.8666379338101065,19.10464497316796,8.794988800991986,3.9829043285978036,3.3647274379104037,21.445305510792867,2.6102247683784725,2.157048785239677,2.072042935952637,4.323792940698457,3.7763228581513526,3.163389307065792,4.3091839940940355,3.1242049871022015,2.7580889730162066,3.746734903598009,3.469152991737272,3.1378663658584567,3.746734903598009,3.469152991737272,2.906890280522625,3.226765753125249,2.9560710355525965,3.8038868384969513,2.1377059470171353,1.7615993605158473,2.1942849979382126,2.1377059470171353,1.7615993605158473
W kernel support pred4 [uv-pixels],12.623953197926392,16.203882225528115,2.867039144382194,24.135276366670688,2.5237388400933907,10.809372413124748,15.165715537644223,13.50054431938514,13.50054431938514,19.377895374368947,32.88448107986357,13.50054431938514,13.50054431938514,19.377895374368947,32.88448107986357,13.50054431938514,13.50054431938514,19.377895374368947,9.554089085532297,7.9094605019274065,6.673770028135976,31.0826220667694,12.504724601082398,6.268510856876254,5.679679244480489,28.133993518785072,,,,,3.8329273103896297,3.1670690570728897,3.0421844876259274,6.351863818595734,5.546897142593801,4.645882852232979,5.351111221918663,3.879025996360638,4.050216072459288,5.503397666182679,5.095328505083309,4.608368952194415,5.503397666182679,5.095328505083309,4.268896168385448,4.739035980061949,4.341175863010087,5.587421477024328,3.1386514805283268,2.586147183003689,3.221775467629235,3.1386514805283268,2.586147183003689
W kernel support pred5 [uv-pixels],,,3.692682634079688,31.152810721376003,3.2503308913614535,13.93610155851238,,,,,,,,,,,,,12.31608592470331,10.194142635732359,8.600253710222761,40.14025453116901,,,,,,,,,4.93747317176457,4.079313344815367,3.9183782484854506,8.185098290838601,7.147071389656663,5.985402557808714,,,5.217546395786465,7.09098265015019,6.564839323717939,5.937041361368212,7.09098265015019,6.564839323717939,5.499427807654872,6.10549309064526,5.592600473531671,7.199324418831569,4.042691975747219,3.330742563787419,4.149813571230708,4.042691975747219,3.330742563787419
W kernel support pred6 [uv-pixels],,,5.188878012441604,43.928665900686084,4.566862541335714,19.614463378100947,,,,,,,,,,,,,13.622991237668337,11.274963420415848,9.511463628461707,44.4349591449787,,,,,,,,,6.93974531628824,5.7326189703769765,5.506278062917753,10.711803714555813,9.352134579343515,7.830862803112854,,,7.33377967696466,9.97034828768333,9.229741873284448,8.346188017135297,9.97034828768333,9.229741873284448,7.730391906220628,8.583249005096873,7.8614949017074185,10.122864872964803,5.681113197985304,4.67992662648208,5.831775102228367,5.681113197985304,4.67992662648208
W kernel support pred7 [uv-pixels],,,6.554202223682207,55.64690164805832,5.768067868739462,24.80859293926926,,,,,,,,,,,,,,,,,,,,,,,,,8.76755456137621,7.241490490037671,6.955386708900896,,,,,,9.265771264608139,12.600315141308856,11.663501470632433,10.546018155789081,12.600315141308856,11.663501470632433,9.767282715479963,10.845827168531997,9.933068563909858,12.793251385448638,7.176384058283514,5.910956374879359,7.366831715588312,7.176384058283514,5.910956374879359
W kernel support pred8 [uv-pixels],,,7.519448693571513,63.96299962706277,6.617196557259121,28.487289006800353,,,,,,,,,,,,,,,,,,,,,,,,,10.060122698397103,8.30831605016275,7.979920181572218,,,,,,10.632093765307474,14.460931111249877,13.385137843835617,12.10198448119754,14.460931111249877,13.385137843835617,11.207874079712141,12.446228771099868,11.50305502622043,14.68250055312402,8.233584687380498,6.781185003495618,8.452188339934438,8.233584687380498,6.781185003495618
W kernel support pred9 [uv-pixels],,,8.747573429301472,74.5793796284178,7.697478120645671,33.175251553208874,,,,,,,,,,,,,,,,,,,,,,,,,11.705114842155329,9.665791183654031,9.283538734917093,,,,,,12.37103952783434,16.829736363036577,15.57681477972805,14.082547449471438,16.829736363036577,15.57681477972805,11.674768472478409,12.964950136640804,12.48160032096528,17.087801779223977,9.578802766852656,7.888329686868546,9.83326262462885,9.578802766852656,7.888329686868546
W kernel support pred10 [uv-pixels],,,9.922233613119335,84.76877884237628,8.730630206398434,37.66648595081629,,,,,,,,,,,,,,,,,,,,,,,,,13.278894756384991,10.9642771355389,10.530466355600838,,,,,,14.034795132462783,20.055837320281416,20.055837320281416,15.977725352044974,20.055837320281416,20.055837320281416,,,,19.389912065894777,10.865554468724918,8.94719212935203,11.15434155314523,10.865554468724918,8.94719212935203
W kernel support pred11 [uv-pixels],,,12.15747220194383,94.61402427208603,9.72566229437763,41.998869251992964,,,,,,,,,,,,,,,,,,,,,,,,,14.795095404942176,12.215058878233569,11.731546842462135,,,,,,15.637758262447024,24.91120763520158,24.91120763520158,17.803876986451492,24.91120763520158,24.91120763520158,,,,21.60861946655092,12.105024398742623,9.967002866094699,12.426903275430668,12.105024398742623,9.967002866094699
AW kernel support pred0 [uv-pixels],10.043173782666459,10.19939161252144,10.036534188411231,12.296124918368747,10.028330340483185,10.50439807625237,10.062114465146879,10.046898280806372,10.032978436897872,10.283330001602572,10.242115641265782,10.046898280806372,10.032978436897872,10.283330001602572,10.242115641265782,10.046898280806372,10.032978436897872,10.283330001602572,10.396455422918194,10.273664196079359,10.195761813181903,13.588472199197778,10.66895609903089,10.172956954902327,10.142271171912645,13.016806812814286,10.713692447785638,10.150879196858282,10.107955422691788,13.68999979466145,10.06514394833544,10.044549728425162,10.041117662637479,10.177535598331387,10.135755011048374,10.095495576877505,10.176350009408601,10.093158003548941,10.072697752038758,10.13365274360277,10.114713080111214,10.093969747883849,10.13365274360277,10.114713080111214,10.080712092030181,10.099336652780758,10.083451771544603,10.137727901622366,10.043756779489106,10.029744760405192,10.046096086893025,10.043756779489106,10.029744760405192
AW kernel support pred1 [uv-pixels],10.121824525345941,10.555616162680518,10.06706861023614,13.94107319004712,10.052022550129722,10.910378102505375,10.175007775234354,10.132295474820332,10.093129253437684,10.784322954967058,10.672392454020926,10.132295474820332,10.093129253437684,10.784322954967058,10.672392454020926,10.132295474820332,10.093129253437684,10.784322954967058,10.718280781298633,10.498021574466193,10.357278703515647,16.002993721482017,11.200641229900793,10.315925920698923,10.260171750472653,15.100271451211597,11.279036601268151,10.27582487810291,10.19767034633608,16.16197609373403,10.119468655205846,10.081760626542968,10.075470908954953,10.324234124095419,10.24831583526734,10.174936526815252,10.322083077689216,10.170669091934618,10.13328513104712,10.244489602148265,10.20999122932866,10.172151083988622,10.244489602148265,10.20999122932866,10.147935394030329,10.181947099878379,10.152941520041319,10.25190604777707,10.080307583285393,10.054617266021543,10.084594014214812,10.080307583285393,10.054617266021543
AW kernel support pred2 [uv-pixels],10.341592706553113,11.507420115538665,10.103142447843727,15.67354023386976,10.080031340848612,11.373449226475145,10.488619846332249,10.37063925003003,10.261738487226985,12.095286525368076,11.809620800504952,10.37063925003003,10.261738487226985,12.095286525368076,11.809620800504952,10.37063925003003,10.261738487226985,12.095286525368076,11.088078961065218,10.758134783690105,10.54565925202178,18.46865335123859,11.800790261434972,10.482973341894528,10.39826641930961,17.25357715352715,11.915465502947335,10.42207038069502,10.303043792976178,18.681476330714883,10.183498942722283,10.12569355963075,10.11604129095573,10.495577161716744,10.380225273316862,10.268337698132504,10.492314416731453,10.261818680935981,10.204652727585152,10.37440074027486,10.321837408659562,10.264082752950658,10.37440074027486,10.321837408659562,10.227067604270909,10.279044280286389,10.234723323024475,10.385689564101485,10.123463965026898,10.084018076732644,10.130040745646705,10.123463965026898,10.084018076732644
AW kernel support pred3 [uv-pixels],10.941386771577054,13.862477230077824,10.188891280403078,19.204316009524703,10.146691319774458,12.412653404147,11.331996128555708,11.069612267512957,11.069612267512957,15.221588872378979,15.250676376408473,11.069612267512957,11.069612267512957,15.221588872378979,15.250676376408473,11.069612267512957,11.069612267512957,15.221588872378979,11.927192400237212,11.356707037216694,10.983445455706946,23.351085721294613,13.127668486409679,10.872360182581762,10.72151523392003,21.563567876183935,13.317350637779814,10.76399214468141,10.550895257343194,23.662229997429293,10.335050717894735,10.229998018665691,10.212412150340938,10.894732001937166,10.689275669052437,10.488423709407348,10.88894240479562,10.476672028914251,10.373382032060402,10.67885866737825,10.584659771578853,10.48075404396009,10.67885866737825,10.584659771578853,10.413933507709606,10.507712273637015,10.427768503722788,10.699044587255926,10.225936960294272,10.153976182115548,10.237914174878432,10.225936960294272,10.153976182115548
AW kernel support pred4 [uv-pixels],16.10478793227145,19.041160657344026,10.402880055802806,26.12492230219207,10.313547291450984,14.72557407932276,18.165872612366947,16.800735011292883,16.800735011292883,21.80602735804918,34.371341200074006,16.800735011292883,16.800735011292883,21.80602735804918,34.371341200074006,16.800735011292883,16.800735011292883,21.80602735804918,13.830423646956278,12.74988491836494,12.02244594034201,32.65163693516177,16.01150015922666,11.8022975882993,11.50038070327163,29.85835881817754,,,,,10.709403894089096,10.489534137046725,10.4525062284962,11.846779054662308,11.435386653301903,11.026523816537669,11.341710246225825,10.72598912363991,10.789080138436619,11.414349997794222,11.223295976437337,11.010770381746658,11.414349997794222,11.223295976437337,10.873061873108972,11.066095156843796,10.901642439264892,11.455098374170024,10.480989128714077,10.328995945984195,10.506180902869396,10.480989128714077,10.328995945984195
AW kernel support pred5 [uv-pixels],,,10.66001430749667,32.718459863536964,10.514972701026785,17.152694442832335,,,,,,,,,,,,,15.86461384669274,14.280075072549735,13.189555105468887,41.36713712389382,,,,,,,,,11.15251726391378,10.800036914991946,10.740283427275275,12.922686796122894,12.291486055349404,11.654400189586038,,,11.2793080635376,12.258957335137888,11.962320650535723,11.629637145096012,12.258957335137888,11.962320650535723,11.41243647130654,11.716528747027295,11.457625410901976,12.321942707527272,10.786257850189331,10.540106547195109,10.826862549971278,10.786257850189331,10.540106547195109
