Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Delta W earth1 [lambda],0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706
Delta W earth2 [lambda],1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885
Delta W earth3 [lambda],6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823
Delta W earth4 [lambda],24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176
Delta W earth5 [lambda],,,,,,,,,,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705
Delta W earth6 [lambda],,,,,,,,,,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633
Delta W earth7 [lambda],,,,,,,,,,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706
Delta W earth8 [lambda],,,,,,,,,,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965
Delta W earth9 [lambda],,,,,,,,,,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532
Delta W earth10 [lambda],,,,,,,,,,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974
Delta W earth11 [lambda],,,,,,,,,,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],155.63480943310623,1.352469774071339,1.3524699369391397,1.4176851409433002,0.7552318514822757,0.7552317946508162,2.3348837001627243,155.63480943310623,0.04323189150919617,1149.3032081213998,27.182070575833897,27.182072043114776,23.757903057873424,25.685703870844122,20.475266308711856,64.50124825758994,1149.3032081213998,0.3192508911448333,2702.64973146789,114.87563423381947,114.8756213785173,119.24114081982714,47.29191372834246,44.38872488557407,274.45205878282036,2702.64973146789,0.7507360365188583,12221.812870083815,1272.3891462559288,1272.3891176111767,478.66026780009753,600.9359859548938,464.44812349161634,3232.79310802588,12221.812870083815,3.3949480194677264,27201.2661391692,6240.410711484699,6240.411204229448,2347.2445185628253,2946.5587624799323,2277.545591223704,11897.57549367459,27201.2661391692,7.555907260880334,13615.88991834769,1180.8663440302118,1180.8663440814473,461.6560507076724,581.5450843993344,448.86711291944323,3780.6862319430384,13615.88991834769,3.782191643985469
Delta W snapshot1 [lambda],311.26961886621245,2.704939548142678,2.7049398738782795,2.8353702818866005,1.5104637029645513,1.5104635893016325,4.669767400325449,311.26961886621245,0.08646378301839235,1723.9548121820997,40.77310586375084,40.773108064672165,35.63685458681014,38.52855580626618,30.712899463067785,96.7518723863849,1723.9548121820997,0.4788763367172499,4053.974597201835,172.3134513507292,172.31343206777595,178.8617112297407,70.93787059251369,66.5830873283611,411.67808817423054,4053.974597201835,1.1261040547782875,18332.719305125724,1908.5837193838934,1908.5836764167652,717.9904017001462,901.4039789323407,696.6721852374245,4849.18966203882,18332.719305125724,5.09242202920159,40801.8992087538,9360.616067227049,9360.616806344173,3520.866777844238,4419.838143719899,3416.3183868355563,17846.363240511884,40801.8992087538,11.3338608913205,20423.834877521535,1771.2995160453177,1771.2995161221709,692.4840760615086,872.3176265990015,673.3006693791649,5671.029347914558,20423.834877521535,5.673287465978204
Delta W snapshot2 [lambda],622.5392377324249,5.409879096285356,5.409879747756559,5.670740563773201,3.0209274059291027,3.020927178603265,9.339534800650897,622.5392377324249,0.1729275660367847,2298.6064162427997,54.364141151667795,54.36414408622955,47.51580611574685,51.371407741688245,40.95053261742371,129.00249651517987,2298.6064162427997,0.6385017822896666,5405.29946293578,229.75126846763894,229.7512427570346,238.48228163965427,94.58382745668492,88.77744977114814,548.9041175656407,5405.29946293578,1.5014720730377167,24443.62574016763,2544.7782925118577,2544.7782352223535,957.3205356001951,1201.8719719097876,928.8962469832327,6465.58621605176,24443.62574016763,6.789896038935453,54402.5322783384,12480.821422969399,12480.822408458896,4694.489037125651,5893.117524959865,4555.091182447408,23795.15098734918,54402.5322783384,15.111814521760667,27231.77983669538,2361.7326880604237,2361.7326881628946,923.3121014153448,1163.0901687986689,897.7342258388865,7561.372463886077,27231.77983669538,7.564383287970938
Delta W snapshot3 [lambda],1245.0784754648498,10.819758192570712,10.819759495513118,11.341481127546402,6.041854811858205,6.04185435720653,18.679069601301794,1245.0784754648498,0.3458551320735694,3447.9096243641993,81.54621172750169,81.54621612934433,71.27370917362028,77.05711161253237,61.42579892613557,193.5037447727698,3447.9096243641993,0.9577526734344998,8107.94919440367,344.6269027014584,344.6268641355519,357.7234224594814,141.87574118502738,133.1661746567222,823.3561763484611,8107.94919440367,2.252208109556575,36665.43861025145,3817.1674387677867,3817.1673528335305,1435.9808034002924,1802.8079578646814,1393.344370474849,9698.37932407764,36665.43861025145,10.18484405840318,81603.7984175076,18721.232134454098,18721.233612688346,7041.733555688476,8839.676287439797,6832.636773671113,35692.72648102377,81603.7984175076,22.667721782641,40847.66975504307,3542.5990320906353,3542.5990322443417,1384.9681521230173,1744.635253198003,1346.6013387583298,11342.058695829115,40847.66975504307,11.346574931956408
Delta W snapshot4 [lambda],2490.1569509296996,21.639516385141423,21.639518991026236,22.682962255092804,12.08370962371641,12.08370871441306,37.35813920260359,2490.1569509296996,0.6917102641471388,5746.516040606999,135.9103528791695,135.9103602155739,118.78951528936713,128.4285193542206,102.37633154355927,322.50624128794965,5746.516040606999,1.5962544557241662,13513.248657339449,574.3781711690973,574.3781068925865,596.2057040991357,236.45956864171228,221.94362442787036,1372.2602939141018,13513.248657339449,3.753680182594292,61109.064350419074,6361.945731279645,6361.945588055884,2393.3013390004876,3004.6799297744687,2322.2406174580815,16163.965540129399,61109.064350419074,16.974740097338632,136006.330695846,31202.053557423496,31202.05602114724,11736.222592814127,14732.793812399661,11387.72795611852,59487.87746837295,136006.330695846,37.77953630440167,68079.44959173845,5904.331720151059,5904.331720407236,2308.280253538362,2907.7254219966717,2244.3355645972165,18903.431159715194,68079.44959173845,18.910958219927345
Delta W snapshot5 [lambda],,,,,,,,,,8045.122456849799,190.27449403083727,190.27450430180343,166.30532140511397,179.79992709590886,143.326864160983,451.5087378031295,8045.122456849799,2.234756238013833,18918.54812027523,804.1294396367363,804.1293496496211,834.68798573879,331.04339609839724,310.7210741990185,1921.1644114797423,18918.54812027523,5.255152255632009,85552.69009058671,8906.724023791503,8906.723823278238,3350.6218746006825,4206.551901684256,3251.136864441314,22629.551756181158,85552.69009058671,23.764636136274085,190408.8629741844,43682.874980392895,43682.878429606135,16430.71162993978,20625.911337359525,15942.819138565928,83283.02845572213,190408.8629741844,52.89135082616233,95311.22942843383,8266.064408211483,8266.06440857013,3231.592354953707,4070.8155907953405,3142.0697904361027,26464.80362360127,95311.22942843383,26.475341507898285
Delta W snapshot6 [lambda],,,,,,,,,,12642.335289335399,299.0027763341729,299.00279247426255,261.3369336366077,282.54274257928535,225.22792939583042,709.5137308334893,12642.335289335399,3.511759802593166,29729.147046146787,1263.631976572014,1263.6318351636903,1311.6525490180984,520.211051011767,488.2759737413148,3018.9726466110237,29729.147046146787,8.258096401707443,134439.94157092198,13996.280608815217,13996.280293722944,5265.262945801072,6610.2958455038315,5108.92935840778,35560.72418828468,134439.94157092198,37.34442821414499,299213.9275308612,68644.51782633169,68644.52324652392,25819.68970419108,32412.146387279256,25053.001503460746,130873.3304304205,299213.9275308612,83.11497986968367,149774.7891018246,12989.52978433233,12989.52978489592,5078.216557784397,6396.995928392678,4937.538242113876,41587.548551373424,149774.7891018246,41.60410808384016
