,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Backward rate10 [M/s],,,,,,,,,,,1.511407985471466,1.511407985471466,0.9796190849624582,0.9796190849624582,0.9796190849624582,4.916473315821396,,9.832946631642791,,0.9617580414021596,0.9617580414021596,0.5343130373429814,1.6029274852691076,5.343060612787654,3.2776488772142636,,6.227250709839248,,1.218337665790999,1.218337665790999,3.7602837501467,3.7602837501467,3.7602837501467,9.832946631642791,,4.382549908974306,,0.5562285920233918,0.5562285920233918,1.7167467689179623,1.7167467689179623,1.7167467689179623,9.832946631642791,,2.0008405790862587,,2.0944559299481957,2.0944559299481957,6.46434017339774,6.46434017339774,6.46434017339774,9.832946631642791,,7.534084076798374
Backward rate11 [M/s],,,,,,,,,,,0.7473977398473687,0.7473977398473687,0.6459008802550613,0.6459008802550613,0.6459008802550613,2.107059986685117,,4.214119973370234,,0.7133904186147974,0.7133904186147974,0.3522932872334912,0.7926549133743499,2.6421697567654814,2.107059986685117,,3.0794066167926535,,0.6024735947939166,0.6024735947939166,1.8594788233242268,1.8594788233242268,1.8594788233242268,4.214119973370234,,2.1671928570391423,,0.2750575998999678,0.2750575998999678,0.8489397189711713,0.8489397189711713,0.8489397189711713,4.214119973370234,,0.9894256686536959,,1.0357181429903006,1.0357181429903006,3.196648086230857,3.196648086230857,3.196648086230857,4.214119973370234,,3.7256423227427637
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,0.8580149336490602,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,2.0176693266283197,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,9.124222298080035,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,20.307167331168195,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471,10.164973700856471
Delta W earth1 [lambda],0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,0.37761594736117493,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,1.9305336007103855,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,4.539755984913719,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,20.52950017068008,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,45.691126495128444,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706,22.87119082692706
Delta W earth2 [lambda],1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,1.5104637894446997,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,3.432059734596241,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,8.070677306513279,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,36.49688919232014,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,81.22866932467278,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885,40.659894803425885
Delta W earth3 [lambda],6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,6.041855157778799,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,7.722134402841542,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,18.159023939654876,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,82.11800068272032,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,182.76450598051377,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823,91.48476330770823
Delta W earth4 [lambda],24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176
Delta W earth5 [lambda],,,,,,,,,,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705
Delta W earth6 [lambda],,,,,,,,,,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633
Delta W earth7 [lambda],,,,,,,,,,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706
Delta W earth8 [lambda],,,,,,,,,,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965
Delta W earth9 [lambda],,,,,,,,,,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532
Delta W earth10 [lambda],,,,,,,,,,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974
Delta W earth11 [lambda],,,,,,,,,,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],(undefined),1.3725347303590185,1.3725347301186983,1.429963054466103,1.1836945411491566,0.9425115915697296,2.3548336874326243,(undefined),0.04323189150919617,(undefined),27.46782530664189,27.467825307942558,23.861880457870427,25.817558548367824,20.78439163352393,172.83815136646137,(undefined),0.3192508911448333,(undefined),115.90758611686745,115.90758192779143,119.82228604086458,87.78028906559342,44.38872242695463,743.4960853951297,(undefined),0.7507360365188583,(undefined),1282.724793684501,1282.7247877476075,478.99448767890385,602.7599736785693,465.95239260402633,3234.5589226777242,(undefined),3.3949480194677264,(undefined),6291.875757486787,6291.875520171443,2348.9050509424574,2955.636325918445,2285.021864633556,11901.28780550742,(undefined),7.555907260880334,(undefined),1190.0376347849601,1190.0376347804772,461.9866866071098,583.3901930808464,450.36770101228615,3783.987669181359,(undefined),3.782191643985469
Delta W snapshot1 [lambda],,2.745069460718037,2.7450694602373966,2.859926108932206,2.3673890822983132,1.8850231831394593,4.709667374865249,,0.08646378301839235,,41.201737959962834,41.201737961913835,35.79282068680564,38.726337822551734,31.1765874502859,259.25722704969206,,0.4788763367172499,,173.86137917530115,173.86137289168715,179.73342906129687,131.67043359839013,66.58308364043194,1115.2441280926946,,1.1261040547782875,,1924.0871905267516,1924.0871816214112,718.4917315183558,904.139960517854,698.9285889060395,4851.838384016586,,5.09242202920159,,9437.81363623018,9437.813280257164,3523.3575764136863,4433.454488877667,3427.5327969503346,17851.931708261127,,11.3338608913205,,1785.0564521774402,1785.0564521707158,692.9800299106647,875.0852896212696,675.5515515184292,5675.981503772038,,5.673287465978204
Delta W snapshot2 [lambda],,5.490138921436074,5.490138920474793,5.719852217864412,4.7347781645966265,3.7700463662789185,9.419334749730497,,0.1729275660367847,,54.93565061328378,54.935650615885116,47.723760915740854,51.63511709673565,41.56878326704786,345.67630273292275,,0.6385017822896666,,231.8151722337349,231.81516385558285,239.64457208172917,175.56057813118684,88.77744485390926,1486.9921707902595,,1.5014720730377167,,2565.449587369002,2565.449575495215,957.9889753578077,1205.5199473571386,931.9047852080527,6469.1178453554485,,6.789896038935453,,12583.751514973574,12583.751040342886,4697.810101884915,5911.27265183689,4570.043729267112,23802.57561101484,,15.111814521760667,,2380.0752695699202,2380.0752695609544,923.9733732142196,1166.7803861616928,900.7354020245723,7567.975338362718,,7.564383287970938
Delta W snapshot3 [lambda],,10.980277842872148,10.980277840949586,11.439704435728824,9.469556329193253,7.540092732557837,18.838669499460995,,0.3458551320735694,,82.40347591992567,82.40347592382767,71.58564137361128,77.45267564510347,62.3531749005718,518.5144540993841,,0.9577526734344998,,347.7227583506023,347.7227457833743,359.46685812259375,263.34086719678027,133.16616728086387,2230.488256185389,,2.252208109556575,,3848.174381053503,3848.1743632428224,1436.9834630367116,1808.279921035708,1397.857177812079,9703.676768033172,,10.18484405840318,,18875.62727246036,18875.626560514327,7046.715152827373,8866.908977755334,6855.065593900669,35703.863416522254,,22.667721782641,,3570.1129043548804,3570.1129043414317,1385.9600598213294,1750.1705792425391,1351.1031030368583,11351.963007544076,,11.346574931956408
Delta W snapshot4 [lambda],,21.960555685744296,21.960555681899173,22.87940887145765,18.939112658386506,15.080185465115674,37.67733899892199,,0.6917102641471388,,137.33912653320945,137.3391265397128,119.30940228935214,129.0877927418391,103.92195816761966,864.1907568323069,,1.5962544557241662,,579.5379305843372,579.5379096389571,599.1114302043229,438.9014453279671,221.94361213477313,3717.4804269756487,,3.753680182594292,,6413.623968422505,6413.623938738037,2394.9724383945195,3013.7998683928463,2329.7619630201316,16172.794613388622,,16.974740097338632,,31459.378787433932,31459.377600857213,11744.525254712287,14778.181629592224,11425.10932316778,59506.4390275371,,37.77953630440167,,5950.1881739248,5950.188173902387,2309.9334330355487,2916.950965404232,2251.8385050614306,18919.938345906794,,18.910958219927345
