,hpso01 (Ingest) [],hpso01 (RCAL) [],hpso01 (FastImg) [],hpso01 (ICAL) [],hpso01 (DPrepA) [],hpso01 (DPrepB) [],hpso01 (DPrepC) [],hpso01 (DPrepD) [],hpso02a (Ingest) [],hpso02a (RCAL) [],hpso02a (FastImg) [],hpso02a (ICAL) [],hpso02a (DPrepA) [],hpso02a (DPrepB) [],hpso02a (DPrepC) [],hpso02a (DPrepD) [],hpso02b (Ingest) [],hpso02b (RCAL) [],hpso02b (FastImg) [],hpso02b (ICAL) [],hpso02b (DPrepA) [],hpso02b (DPrepB) [],hpso02b (DPrepC) [],hpso02b (DPrepD) [],hpso04a (Ingest) [],hpso04a (RCAL) [],hpso04a (FastImg) [],hpso04a (PSS) [],hpso04b (Ingest) [],hpso04b (RCAL) [],hpso04b (FastImg) [],hpso04b (PSS) [],hpso04c (Ingest) [],hpso04c (RCAL) [],hpso04c (FastImg) [],hpso04c (PSS) [],hpso05a (Ingest) [],hpso05a (RCAL) [],hpso05a (FastImg) [],hpso05a (PST) [],hpso05b (Ingest) [],hpso05b (RCAL) [],hpso05b (FastImg) [],hpso05b (PST) [],hpso13 (Ingest) [] [Bmax=35000],hpso13 (RCAL) [] [Bmax=35000],hpso13 (FastImg) [] [Bmax=35000],hpso13 (ICAL) [] [Bmax=35000],hpso13 (DPrepA) [] [Bmax=35000],hpso13 (DPrepB) [] [Bmax=35000],hpso13 (DPrepC) [] [Bmax=35000],hpso14 (Ingest) [] [Bmax=25000],hpso14 (RCAL) [] [Bmax=25000],hpso14 (FastImg) [] [Bmax=25000],hpso14 (ICAL) [] [Bmax=25000],hpso14 (DPrepA) [] [Bmax=25000],hpso14 (DPrepB) [] [Bmax=25000],hpso14 (DPrepC) [] [Bmax=25000],hpso15 (Ingest) [] [Bmax=15000],hpso15 (RCAL) [] [Bmax=15000],hpso15 (FastImg) [] [Bmax=15000],hpso15 (ICAL) [] [Bmax=15000],hpso15 (DPrepA) [] [Bmax=15000],hpso15 (DPrepB) [] [Bmax=15000],hpso15 (DPrepC) [] [Bmax=15000],hpso18 (Ingest) [],hpso18 (RCAL) [],hpso18 (FastImg) [],hpso18 (SinglePulse) [],hpso22 (Ingest) [],hpso22 (RCAL) [],hpso22 (FastImg) [],hpso22 (ICAL) [],hpso22 (DPrepA) [],hpso22 (DPrepB) [],hpso27and33 (Ingest) [] [Bmax=30000],hpso27and33 (RCAL) [] [Bmax=30000],hpso27and33 (FastImg) [] [Bmax=30000],hpso27and33 (ICAL) [] [Bmax=30000],hpso27and33 (DPrepA) [] [Bmax=30000],hpso27and33 (DPrepB) [] [Bmax=30000],hpso32 (Ingest) [] [Bmax=20000],hpso32 (RCAL) [] [Bmax=20000],hpso32 (FastImg) [] [Bmax=20000],hpso32 (ICAL) [] [Bmax=20000],hpso32 (DPrepB) [] [Bmax=20000],hpso37a (Ingest) [] [Bmax=120000],hpso37a (RCAL) [] [Bmax=120000],hpso37a (FastImg) [] [Bmax=120000],hpso37a (ICAL) [] [Bmax=120000],hpso37a (DPrepA) [] [Bmax=120000],hpso37a (DPrepB) [] [Bmax=120000],hpso37b (Ingest) [] [Bmax=120000],hpso37b (RCAL) [] [Bmax=120000],hpso37b (FastImg) [] [Bmax=120000],hpso37b (ICAL) [] [Bmax=120000],hpso37b (DPrepA) [] [Bmax=120000],hpso37b (DPrepB) [] [Bmax=120000],hpso37c (Ingest) [] [Bmax=120000],hpso37c (RCAL) [] [Bmax=120000],hpso37c (FastImg) [] [Bmax=120000],hpso37c (ICAL) [] [Bmax=120000],hpso37c (DPrepA) [] [Bmax=120000],hpso37c (DPrepB) [] [Bmax=120000],hpso38a (Ingest) [],hpso38a (RCAL) [],hpso38a (FastImg) [],hpso38a (ICAL) [],hpso38a (DPrepA) [],hpso38a (DPrepB) [],hpso38b (Ingest) [],hpso38b (RCAL) [],hpso38b (FastImg) [],hpso38b (ICAL) [],hpso38b (DPrepA) [],hpso38b (DPrepB) [],max_low (Ingest) [],max_low (RCAL) [],max_low (FastImg) [],max_low (ICAL) [],max_low (DPrepA) [],max_low (DPrepA_Image) [],max_low (DPrepB) [],max_low (DPrepC) [],max_low (DPrepD) [],max_mid_band1 (Ingest) [],max_mid_band1 (RCAL) [],max_mid_band1 (FastImg) [],max_mid_band1 (ICAL) [],max_mid_band1 (DPrepA) [],max_mid_band1 (DPrepA_Image) [],max_mid_band1 (DPrepB) [],max_mid_band1 (DPrepC) [],max_mid_band1 (DPrepD) [],max_mid_band2 (Ingest) [],max_mid_band2 (RCAL) [],max_mid_band2 (FastImg) [],max_mid_band2 (ICAL) [],max_mid_band2 (DPrepA) [],max_mid_band2 (DPrepA_Image) [],max_mid_band2 (DPrepB) [],max_mid_band2 (DPrepC) [],max_mid_band2 (DPrepD) [],max_mid_band5a_1 (Ingest) [],max_mid_band5a_1 (RCAL) [],max_mid_band5a_1 (FastImg) [],max_mid_band5a_1 (ICAL) [],max_mid_band5a_1 (DPrepA) [],max_mid_band5a_1 (DPrepA_Image) [],max_mid_band5a_1 (DPrepB) [],max_mid_band5a_1 (DPrepC) [],max_mid_band5a_1 (DPrepD) [],max_mid_band5a_2 (Ingest) [],max_mid_band5a_2 (RCAL) [],max_mid_band5a_2 (FastImg) [],max_mid_band5a_2 (ICAL) [],max_mid_band5a_2 (DPrepA) [],max_mid_band5a_2 (DPrepA_Image) [],max_mid_band5a_2 (DPrepB) [],max_mid_band5a_2 (DPrepC) [],max_mid_band5a_2 (DPrepD) [],max_mid_band5b_1 (Ingest) [],max_mid_band5b_1 (RCAL) [],max_mid_band5b_1 (FastImg) [],max_mid_band5b_1 (ICAL) [],max_mid_band5b_1 (DPrepA) [],max_mid_band5b_1 (DPrepA_Image) [],max_mid_band5b_1 (DPrepB) [],max_mid_band5b_1 (DPrepC) [],max_mid_band5b_1 (DPrepD) [],max_mid_band5b_2 (Ingest) [],max_mid_band5b_2 (RCAL) [],max_mid_band5b_2 (FastImg) [],max_mid_band5b_2 (ICAL) [],max_mid_band5b_2 (DPrepA) [],max_mid_band5b_2 (DPrepA_Image) [],max_mid_band5b_2 (DPrepB) [],max_mid_band5b_2 (DPrepC) [],max_mid_band5b_2 (DPrepD) []
Frequencies backward fft,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,40,200,500,1500,8192,65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,(undefined),65536,40,40,40,200,160,3200,65536,40,40,40,200,300,5000,65536,40,40,40,200,260,2500,65536,40,40,(undefined),65536,40,40,40,200,1000,65536,40,40,40,200,700,65536,40,40,40,700,65536,40,40,40,200,700,65536,40,40,40,200,700,65536,40,40,40,200,700,65536,40,40,40,200,1000,65536,40,40,40,200,1000,65536,40,40,40,200,40,500,65536,16384,65536,40,40,40,200,40,500,65536,16384,65536,40,40,40,200,40,500,65536,16384,65536,40,40,40,200,40,500,65536,16384,65536,40,40,40,200,40,500,65536,16384,65536,40,40,40,200,40,500,65536,16384,65536,40,40,40,200,40,500,65536,16384
Channels out,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,40,40,500,1500,8192,65536,40,40,128,65536,40,40,128,65536,40,40,128,65536,40,40,4096,65536,40,40,4096,65536,40,40,40,40,160,3200,65536,40,40,40,40,300,5000,65536,40,40,40,40,260,2500,65536,40,40,1024,65536,40,40,40,40,1000,65536,40,40,40,40,700,65536,40,40,40,700,65536,40,40,40,40,700,65536,40,40,40,40,700,65536,40,40,40,40,700,65536,40,40,40,40,1000,65536,40,40,40,40,1000,65536,40,40,40,40,40,500,65536,16384,65536,40,40,40,40,40,500,65536,16384,65536,40,40,40,40,40,500,65536,16384,65536,40,40,40,40,40,500,65536,16384,65536,40,40,40,40,40,500,65536,16384,65536,40,40,40,40,40,500,65536,16384,65536,40,40,40,40,40,500,65536,16384
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,9563.01312,9563.01312,9563.01312,(undefined),9129.63291428571,9129.63291428571,9129.63291428571,(undefined),9129.63291428571,9129.63291428571,9129.63291428571,(undefined),9563.01312,9563.01312,9563.01312,(undefined),9129.63291428571,9129.63291428571,9129.63291428571,(undefined),2049.54139116401,2049.54139116401,2654.12254257881,2049.54139116401,2049.54139116401,2049.54139116401,3735.0512860314,2314.14473196295,2314.14473196295,2996.77953632573,2314.14473196295,2314.14473196295,2314.14473196295,3914.42276489086,1255.14117971959,1255.14117971959,1625.38727618511,1255.14117971959,1255.14117971959,1255.14117971959,2095.41980210716,9129.63291428571,9129.63291428571,9129.63291428571,(undefined),9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,2916.59872373903,2916.59872373903,3776.94759115646,2916.59872373903,2916.59872373903,2916.59872373903,1826.10368904117,1826.10368904117,2364.77437687554,1826.10368904117,1826.10368904117,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9120.50232099561,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9563.01312,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571,9129.63291428571
Averaged rate0 [M/s],2205.23791184088,1774.05935681909,1277.10624840325,1774.05935681909,657.088390916667,657.088390916667,1277.10624840325,1277.10624840325,2205.23791184088,1774.05935681909,1277.10624840325,1182.72178679855,657.088390916667,657.088390916667,1277.10624840325,1277.10624840325,2205.23791184088,1774.05935681909,1277.10624840325,1182.72178679855,657.088390916667,657.088390916667,1277.10624840325,1277.10624840325,4410.47582368177,1087.10685686235,782.584256579308,(undefined),5545.78188344928,5545.78188344928,2733.12690236021,(undefined),5545.78188344928,3271.37027806452,1569.03101217183,(undefined),4410.47582368177,1087.10685686235,782.584256579308,(undefined),5545.78188344928,5545.78188344928,4476.074903202,(undefined),1456.11196245532,277.246323481189,172.201246589845,277.246323481189,102.685937062716,102.685937062716,341.023506746704,1737.37441974845,177.901750961918,110.497600355703,118.602153225158,65.8913996693726,65.8913996693726,224.212957757051,1021.36339693145,50.235727743566,31.2026021490559,33.4909587244736,18.6067195862313,18.6067195862313,65.0457361412544,5545.78188344928,5545.78188344928,2733.12690236021,(undefined),5545.78188344928,5545.78188344928,2939.23030746781,5545.78188344928,2269.70851894529,2269.70851894529,2129.27567529926,635.421435334066,394.669025697273,235.346699726043,235.346699726043,235.346699726043,1426.16101384568,590.19045957811,366.578102082098,218.596585330765,218.596585330765,5545.78188344928,5545.78188344928,3175.04903520564,4413.24261551847,2451.81143139599,2451.81143139599,5545.78188344928,5545.78188344928,3175.04903520564,5545.78188344928,2451.81143139599,2451.81143139599,5545.78188344928,5545.78188344928,3175.04903520564,5545.78188344928,2451.81143139599,2451.81143139599,5545.78188344928,5545.78188344928,3314.78288662801,4607.47102730784,2559.71462576319,2559.71462576319,5545.78188344928,5545.78188344928,3314.78288662801,5545.78188344928,2559.71462576319,2559.71462576319,4410.47582368177,2491.11407385077,1793.29813577693,2491.11407385077,922.676067992699,922.676067992699,922.676067992699,4410.47582368177,1793.29813577693,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,4476.074903202,5545.78188344928,3456.47814294694,3456.47814294694,3456.47814294694,5545.78188344928,5545.78188344928,5545.78188344928,5545.78188344928,3168.91551406667,5545.78188344928,2447.07413083018,2447.07413083018,2447.07413083018,5545.78188344928,4459.49345805665,5545.78188344928,5189.60425092448,2489.06416180283,5189.60425092448,1922.08492743225,1922.08492743225,1922.08492743225,5545.78188344928,3502.76455568748,5545.78188344928,4101.69784235359,1967.27673964941,4101.69784235359,1519.15436311975,1519.15436311975,1519.15436311975,5545.78188344928,2768.47333043445,5545.78188344928,2643.24932342811,1267.76856448549,2643.24932342811,978.985949943171,978.985949943171,978.985949943171,5545.78188344928,1784.08209482337
Averaged rate1 [M/s],622.399192594936,500.704756330784,360.446323544562,500.704756330784,185.454495305969,185.454495305969,360.446323544562,360.446323544562,622.399192594936,500.704756330784,360.446323544562,333.807559363676,185.454495305969,185.454495305969,360.446323544562,360.446323544562,622.399192594936,500.704756330784,360.446323544562,333.807559363676,185.454495305969,185.454495305969,360.446323544562,360.446323544562,1244.79838518987,306.821511793584,220.874041216653,,466.830845633127,466.830845633127,230.068179720385,,466.830845633127,275.376238262383,132.077331858786,,1244.79838518987,306.821511793584,220.874041216653,,466.830845633127,466.830845633127,376.785433703239,,122.572072442695,23.3379419456901,14.4954950003582,23.3379419456901,8.64386011586205,8.64386011586205,28.706554888221,146.248083065265,14.9753500203495,9.30142751708816,9.98364967241986,5.5465826954723,5.5465826954723,18.8737182369184,85.9759630488166,4.22872513856214,2.62656149364065,2.81918995571568,1.56626979233022,1.56626979233022,5.47539673319515,466.830845633127,466.830845633127,230.068179720385,,466.830845633127,466.830845633127,247.417478505718,466.830845633127,191.058712641062,191.058712641062,179.23740691146,53.4882785195153,33.2223082125378,19.8109303898084,19.8109303898084,19.8109303898084,120.050872193424,49.6808416053481,30.8576804825825,18.4009452457955,18.4009452457955,466.830845633127,466.830845633127,267.268143100826,371.496359843356,206.387706531954,206.387706531954,466.830845633127,466.830845633127,267.268143100826,466.830845633127,206.387706531954,206.387706531954,466.830845633127,466.830845633127,267.268143100826,466.830845633127,206.387706531954,206.387706531954,466.830845633127,466.830845633127,279.030609312805,387.846049684605,215.470743068837,215.470743068837,466.830845633127,466.830845633127,279.030609312805,466.830845633127,215.470743068837,215.470743068837,1244.79838518987,703.083952938352,506.134646877095,703.083952938352,260.413099494529,260.413099494529,260.413099494529,1244.79838518987,506.134646877095,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,466.830845633127,376.785433703239,466.830845633127,290.958181965271,290.958181965271,290.958181965271,466.830845633127,466.830845633127,466.830845633127,466.830845633127,266.751837750167,466.830845633127,205.988931737771,205.988931737771,205.988931737771,466.830845633127,375.389646739074,466.830845633127,436.848652160393,209.523553560102,436.848652160393,161.796578175881,161.796578175881,161.796578175881,466.830845633127,294.854463076772,466.830845633127,345.271255256537,165.600718395674,345.271255256537,127.878833118001,127.878833118001,127.878833118001,466.830845633127,233.043558711985,466.830845633127,222.502496998253,106.717769191773,222.502496998253,82.4087294595636,82.4087294595636,82.4087294595636,466.830845633127,150.179825047014
Averaged rate2 [M/s],704.12322965093,566.449722820674,407.774676557422,566.449722820674,209.805571314593,209.805571314593,407.774676557422,407.774676557422,704.12322965093,566.449722820674,407.774676557422,377.638113251882,209.805571314593,209.805571314593,407.774676557422,407.774676557422,704.12322965093,566.449722820674,407.774676557422,377.638113251882,209.805571314593,209.805571314593,407.774676557422,407.774676557422,1408.24645930186,347.108666561334,249.875875640376,,259.402496182583,259.402496182583,127.841295556876,,259.402496182583,153.01748858894,73.3910149549752,,1408.24645930186,347.108666561334,249.875875640376,,259.402496182583,259.402496182583,209.367232140159,,68.1092559571243,12.9681242212385,8.05466824154569,12.9681242212385,4.80310783163163,4.80310783163163,15.9512852770208,81.2652337863328,8.32130784164039,5.16849633772961,5.54758467711321,3.08205297474999,3.08205297474999,10.4875024191331,47.7740055850798,2.34976301774867,1.4594935493249,1.56653082924223,0.87032443898348,0.87032443898348,3.04249728454532,259.402496182583,259.402496182583,127.841295556876,,259.402496182583,259.402496182583,137.481728390378,259.402496182583,106.165021956307,106.165021956307,99.5963124481824,29.7216713382637,18.4605403860826,11.0082802858626,11.0082802858626,11.0082802858626,66.7083081745285,27.6060042849155,17.1465947858062,10.224798068784,10.224798068784,259.402496182583,259.402496182583,148.512087662954,206.42826832793,114.682838027077,114.682838027077,259.402496182583,259.402496182583,148.512087662954,259.402496182583,114.682838027077,114.682838027077,259.402496182583,259.402496182583,148.512087662954,259.402496182583,114.682838027077,114.682838027077,259.402496182583,259.402496182583,155.048101992754,215.513251456839,119.72998170369,119.72998170369,259.402496182583,259.402496182583,155.048101992754,259.402496182583,119.72998170369,119.72998170369,1408.24645930186,795.402290923091,572.592584369352,795.402290923091,294.606604316132,294.606604316132,294.606604316132,1408.24645930186,572.592584369352,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,259.402496182583,209.367232140159,259.402496182583,161.675860523261,161.675860523261,161.675860523261,259.402496182583,259.402496182583,259.402496182583,259.402496182583,148.225193816915,259.402496182583,114.461252032935,114.461252032935,114.461252032935,259.402496182583,208.591639383102,259.402496182583,242.742380638358,116.425324742249,242.742380638358,89.9050194416838,89.9050194416838,89.9050194416838,259.402496182583,163.840895365339,259.402496182583,191.855843099165,92.0188546307542,191.855843099165,71.0580477490443,71.0580477490443,71.0580477490443,259.402496182583,129.494615479349,259.402496182583,123.637295324662,59.2995428094272,123.637295324662,45.7918115930277,45.7918115930277,45.7918115930277,259.402496182583,83.4499730638508
Averaged rate3 [M/s],885.30731266672,712.207836289949,512.702731389166,712.207836289949,263.792470836547,263.792470836547,512.702731389166,512.702731389166,885.30731266672,712.207836289949,512.702731389166,474.811466409504,263.792470836547,263.792470836547,512.702731389166,512.702731389166,885.30731266672,712.207836289949,512.702731389166,474.811466409504,263.792470836547,263.792470836547,512.702731389166,512.702731389166,1770.61462533344,436.426221797975,314.173614287791,,450.910837367417,450.910837367417,222.222324295262,,450.910837367417,265.985273568584,127.573190295362,,1770.61462533344,436.426221797975,314.173614287791,,450.910837367417,450.910837367417,363.936181613182,,118.392082142811,22.5420643121628,14.0011651967903,22.5420643121628,8.34908455469378,8.34908455469378,27.7275951742785,141.260686210446,14.4646560541388,8.9842273913036,9.64318419805448,5.35743143611495,5.35743143611495,18.230080925573,83.0439844634402,4.0845158606426,2.5369896903198,2.7230490776708,1.51285638086978,1.51285638086978,5.28867307929373,450.910837367417,450.910837367417,222.222324295262,,450.910837367417,450.910837367417,238.979971987592,450.910837367417,184.543169992297,184.543169992297,173.124998045922,51.6642048874605,32.0893508977051,19.1353319830035,19.1353319830035,19.1353319830035,115.956860635484,47.9866103513446,29.805362425756,17.7734305835786,17.7734305835786,450.910837367417,450.910837367417,258.153683147874,358.827477367593,199.349409845553,199.349409845553,450.910837367417,450.910837367417,258.153683147874,450.910837367417,199.349409845553,199.349409845553,450.910837367417,450.910837367417,258.153683147874,450.910837367417,199.349409845553,199.349409845553,450.910837367417,450.910837367417,269.515022139851,374.619605085753,208.122693892648,208.122693892648,450.910837367417,450.910837367417,269.515022139851,450.910837367417,208.122693892648,208.122693892648,1770.61462533344,1000.07418447929,719.931371064452,1000.07418447929,370.414396483245,370.414396483245,370.414396483245,1770.61462533344,719.931371064452,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,450.910837367417,363.936181613182,450.910837367417,281.035837061989,281.035837061989,281.035837061989,450.910837367417,450.910837367417,450.910837367417,450.910837367417,257.654985000181,450.910837367417,198.964234191356,198.964234191356,198.964234191356,450.910837367417,362.587994202934,450.910837367417,421.951105825755,202.37831725933,421.951105825755,156.278941785702,156.278941785702,156.278941785702,450.910837367417,284.79924600345,450.910837367417,333.496709317652,159.953352052323,333.496709317652,123.517870042635,123.517870042635,123.517870042635,450.910837367417,225.096236002549,450.910837367417,214.914648799085,103.078447189974,214.914648799085,79.5984017649924,79.5984017649924,79.5984017649924,450.910837367417,145.058346724714
Averaged rate4 [M/s],345.79756213542,278.185585953157,200.259674892449,278.185585953157,103.036303913709,103.036303913709,200.259674892449,200.259674892449,345.79756213542,278.185585953157,200.259674892449,185.459495487258,103.036303913709,103.036303913709,200.259674892449,200.259674892449,345.79756213542,278.185585953157,200.259674892449,185.459495487258,103.036303913709,103.036303913709,200.259674892449,200.259674892449,691.59512427084,170.466369576374,122.714980836141,,571.715609533723,571.715609533723,281.758523100086,,571.715609533723,337.246125404937,161.751677284359,,691.59512427084,170.466369576374,122.714980836141,,571.715609533723,571.715609533723,461.439332700748,,150.110833000651,28.5813712387561,17.7522561697554,28.5813712387561,10.5859109377447,10.5859109377447,35.15617204616,179.106228165793,18.3399221472897,11.3912166520482,12.2267164032351,6.79275574061622,6.79275574061622,23.1141524321372,,,,,,,,571.715609533723,571.715609533723,281.758523100086,,571.715609533723,571.715609533723,303.005758630522,571.715609533723,233.984642137713,233.984642137713,219.507396099016,65.5057052093909,40.6864978343249,24.2619318093229,24.2619318093229,24.2619318093229,73.5115922749642,30.421418064212,18.8952998403204,11.2675798156922,11.2675798156922,571.715609533723,571.715609533723,327.316351888878,454.961941341634,252.757662746462,252.757662746462,571.715609533723,571.715609533723,327.316351888878,571.715609533723,252.757662746462,252.757662746462,571.715609533723,571.715609533723,327.316351888878,571.715609533723,252.757662746462,252.757662746462,571.715609533723,571.715609533723,341.721538698849,474.984981765622,263.881421638312,263.881421638312,571.715609533723,571.715609533723,341.721538698849,571.715609533723,263.881421638312,263.881421638312,691.59512427084,390.625051888273,281.202368326779,390.625051888273,144.682409657209,144.682409657209,144.682409657209,691.59512427084,281.202368326779,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,571.715609533723,461.439332700748,571.715609533723,356.328927077425,356.328927077425,356.328927077425,571.715609533723,571.715609533723,571.715609533723,571.715609533723,326.684046138265,571.715609533723,252.269293615211,252.269293615211,252.269293615211,571.715609533723,459.729948664835,571.715609533723,534.997196051052,256.598053140268,534.997196051052,198.148066216237,198.148066216237,198.148066216237,571.715609533723,361.100601338913,571.715609533723,422.844737017647,202.806897921243,422.844737017647,156.609884943154,156.609884943154,156.609884943154,571.715609533723,285.402392458096,571.715609533723,272.493028008055,130.694479664915,272.493028008055,100.923830193732,100.923830193732,100.923830193732,571.715609533723,183.921330433888
Averaged rate5 [M/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.070819932257,419.070819932257,206.530612999626,,419.070819932257,247.203343647883,118.564906912823,,,,,,419.070819932257,419.070819932257,338.237676703647,,110.032101305756,20.9503089999281,13.0125055615926,20.9503089999281,7.75953341562354,7.75953341562354,25.7696756908204,,,,,,,,,,,,,,,419.070819932257,419.070819932257,206.530612999626,,419.070819932257,419.070819932257,222.104958472361,419.070819932257,171.512084324896,171.512084324896,80.4500899839287,24.0080287599012,14.9117181018623,8.89206756552072,8.89206756552072,8.89206756552072,,,,,,419.070819932257,419.070819932257,239.924762724563,333.489711696884,185.272816073203,185.272816073203,419.070819932257,419.070819932257,239.924762724563,419.070819932257,185.272816073203,185.272816073203,419.070819932257,419.070819932257,239.924762724563,419.070819932257,185.272816073203,185.272816073203,419.070819932257,419.070819932257,250.483847253766,348.166715137215,193.426595123137,193.426595123137,419.070819932257,419.070819932257,250.483847253766,419.070819932257,193.426595123137,193.426595123137,,,,,,,,,,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,419.070819932257,338.237676703647,419.070819932257,261.191146692155,261.191146692155,261.191146692155,419.070819932257,419.070819932257,419.070819932257,419.070819932257,239.461278983803,419.070819932257,184.91483869975,184.91483869975,184.91483869975,419.070819932257,336.984688403933,419.070819932257,392.156012310782,188.087844252169,392.156012310782,145.24366869212,145.24366869212,145.24366869212,419.070819932257,264.688811285995,419.070819932257,309.947616771468,148.658619045033,309.947616771468,114.795943644342,114.795943644342,114.795943644342,419.070819932257,209.201590132527,419.070819932257,199.738951970006,95.7998029797802,199.738951970006,73.9777462163143,73.9777462163143,73.9777462163143,419.070819932257,134.815389789379
Averaged rate6 [M/s],,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.336756695036,518.336756695036,255.451830594573,,518.336756695036,305.758772255546,146.649555120484,,,,,,518.336756695036,518.336756695036,418.35654499393,,,,,,,,,,,,,,,,,,,,,,,518.336756695036,518.336756695036,255.451830594573,,518.336756695036,518.336756695036,274.715294753902,518.336756695036,212.138410250904,212.138410250904,,,,,,,,,,,,518.336756695036,518.336756695036,296.756102898262,412.483922359635,229.158667269327,229.158667269327,518.336756695036,518.336756695036,296.756102898262,518.336756695036,229.158667269327,229.158667269327,518.336756695036,518.336756695036,296.756102898262,518.336756695036,229.158667269327,229.158667269327,518.336756695036,518.336756695036,309.816333695102,430.637489726824,239.24384425262,239.24384425262,518.336756695036,518.336756695036,309.816333695102,518.336756695036,239.24384425262,239.24384425262,,,,,,,,,,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,518.336756695036,418.35654499393,518.336756695036,323.059887290063,323.059887290063,323.059887290063,518.336756695036,518.336756695036,518.336756695036,518.336756695036,296.182833065242,518.336756695036,228.715895255862,228.715895255862,228.715895255862,518.336756695036,416.806759467094,518.336756695036,485.046598024858,232.640495416002,485.046598024858,179.647755414065,179.647755414065,179.647755414065,518.336756695036,327.386048968109,518.336756695036,383.36537592536,183.871610204265,383.36537592536,141.987831841819,141.987831841819,141.987831841819,518.336756695036,258.755486106781,518.336756695036,247.05141858012,118.492046706067,247.05141858012,91.5009664656952,91.5009664656952,91.5009664656952,518.336756695036,166.749314369585
