,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Oversampling used pred8 [1],,,,,,,,,,57.97525671778878,63.999847866157396,63.99984786611441,63.99984867578466,63.99979691110894,63.99999999996521,63.99999999817551,59.21480679154888,64.0,63.989453047730876,63.99999938650593,63.99999938650576,63.99881436453694,64.0,64.0,64.0,63.99548892732317,64.0,64.0,63.99999999999944,63.99999999999944,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999999944,63.99999999999944,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999895171,63.99999999999997,63.99999999999997,64.0,64.0,64.0,64.0,63.99999999990712,64.0
Oversampling used pred9 [1],,,,,,,,,,62.85252858556377,63.999999154250915,63.99999915425053,63.99999946156612,63.99999911112213,63.99999999998549,63.99999994552433,56.95565032811962,64.0,63.99997785909328,63.999999999936236,63.999999999936236,63.999999617005294,64.0,64.0,64.0,63.981772284401394,64.0,64.0,63.99999999999999,63.99999999999999,64.0,64.0,64.0,64.0,63.99999999999999,64.0,64.0,63.99999999999999,63.99999999999999,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999995604426,64.0
Oversampling used pred10 [1],,,,,,,,,,62.092574744517336,63.99999999977538,63.99999999977538,63.99999993324813,63.999999874391825,64.0,63.999999351234756,54.689946367198736,64.0,63.9998606640531,63.99999999999495,63.99999999999495,63.99999996121405,64.0,64.0,64.0,63.949982773408266,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999999965,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999927441934,64.0
Oversampling used pred11 [1],,,,,,,,,,61.19529843309886,63.99999999996533,63.99999999996533,63.99999999998338,63.99999999998338,64.0,63.99999568174403,52.496409652459675,64.0,63.99943583657623,64.0,64.0,63.999999999997826,64.0,64.0,64.0,63.8922535573333,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999998935,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999999999844,64.0,64.0,64.0,64.0,64.0,64.0,63.999999383000606,64.0
Oversampling used bw0 [1],31.22786864398214,2.0389761066629717,2.038976106669651,1.891205988806469,3.1129527404507513,3.1129527419177307,53.15078038155812,18.649408004859716,2.823239852515087,42.42396349937101,4.525409199526258,4.525409196933957,3.9436750640131493,3.941832894056951,5.998986579957823,63.78544272732959,41.90933353478343,15.870736579100338,62.232464526372034,5.080852296624464,5.080852294736374,3.819069613364263,14.315959166479232,14.329302597837717,63.99880230831768,62.39105055588464,15.049968149229699,63.999632751319716,6.5635488540468,6.563548852921201,14.477601110056696,14.456017368617772,14.479952366424484,63.99999666688906,63.999733584602275,15.1190414814155,63.99999999999972,6.41953722270685,6.419537225702577,14.371160143586877,14.350573034502041,14.373403973599295,63.99999999999999,63.999999999999886,15.006509197665018,63.96518161217608,6.758752095431497,6.758752094527608,14.977933150971339,14.96174135354903,14.979550199877878,63.99686356491949,63.96589244809343,15.67412859599444
Oversampling used bw1 [1],21.04093046218938,3.990137049164595,3.990137049200662,3.7077136317908597,6.02673956933431,6.026739577065044,58.01194320839612,15.866647996855697,7.5293630910853935,45.039805542924334,7.809556213757773,7.809556205859657,5.998846727042199,5.993818917328021,12.645092977129316,63.96988618198752,44.75691949590026,30.277865889387556,62.97298264528854,9.800913437572476,9.800913431227052,5.6276022449177105,28.080109248598696,28.119855312099588,63.99998334015748,63.07196025652028,29.56430473275099,63.99998724101695,13.778068761849156,13.77806875782698,28.475628299109474,28.410809812830983,28.482699903829776,63.99999999840818,63.999991309129065,29.680023457585648,64.0,13.678342145823407,13.67834215669042,27.57707678065367,27.515978956124343,27.583745722237033,64.0,64.0,29.497327976202996,63.99506235812369,14.272877857251508,14.272877854004548,28.817467937105953,28.76979601604223,28.822233916065834,63.99996697314821,63.996099954613136,29.982575109437384
Oversampling used bw2 [1],19.90193647946292,7.626633377766829,7.626633377950611,7.116004511284999,16.929706464131996,16.929706517122277,63.12784695770399,18.236370205551026,25.054575486463243,46.890652002503145,13.13407584283108,13.134075823656943,10.191324904181357,10.178761757662961,20.855562803091274,63.99387347644625,46.84053026792553,43.47895106301742,63.26233844652262,16.18908866820926,16.18908865327817,9.562378761866569,40.81311938589258,40.88113239214927,63.99999956692514,63.403963549092005,42.72653476278005,63.999998553141396,22.321011781243882,22.321011772231238,41.42818415918494,41.31683508466425,41.44034353990654,63.99999999999867,63.99999937953654,42.860821471506995,64.0,22.177832121553287,22.177832145953545,41.237427463730214,41.13045111553576,41.24911437630621,64.0,64.0,42.660979725632046,63.99877709054653,23.215819320546906,23.2158193132682,41.838546728629524,41.757065268364954,41.84669810767001,63.99999952391388,63.99927499645436,43.191068687609274
Oversampling used bw3 [1],25.470706671636236,23.284568496632474,23.28456849787686,22.04777546697185,47.49555965588377,47.49555965588377,63.94159070026896,20.740095718918496,54.18083524989597,49.52772282007338,25.499685772578168,25.49968571541389,20.854410999304285,20.81308122990292,36.92687506719073,63.99952270147412,49.93371053978717,58.97489291709654,63.54515940887008,30.99603880944494,30.99603876772381,19.41597778814026,57.08930764050298,57.16691157606644,63.999999998987036,63.71934915075111,58.611011110711864,63.999999927760896,39.34798765385388,39.34798763252373,57.72425263445399,57.59953971868303,57.737843927436025,64.0,63.99999999038468,58.70429004548649,64.0,39.169480381119044,39.169480439159486,57.61100621872741,57.489931721382064,57.62420851051329,64.0,64.0,58.59244718416613,63.99982183536068,40.965631697784275,40.96563168089601,58.01412502467006,57.92479106431612,58.02304765938368,63.99999999977811,63.999949076536346,58.88881847865509
Oversampling used bw4 [1],37.50531438039534,51.17081248788799,51.17081248788799,50.23299093668744,63.74604115292179,63.74604115292179,63.99709660773614,23.345368250741068,63.727446591543064,51.40771149045538,47.514382721121606,47.514382590964914,42.53918792983979,42.421828218066224,58.4247557918968,63.999982555587664,53.253819170257934,63.94521543243763,63.8202629763653,52.60758234307105,52.60758226807273,40.803502277067004,63.858143980665496,63.86637203174348,63.99999999999969,63.898677629411054,63.94265210633405,63.99999999946148,59.327554149609526,59.327554126973936,63.91413787325046,63.90379235774297,63.91522304959927,64.0,63.999999999955484,63.94793492590887,64.0,59.24684272404142,59.246842786435785,63.91017987735375,63.8998483143939,63.91126610492292,64.0,64.0,63.9449514925343,63.99999211694614,59.694532303177375,59.694532285872114,63.92817678243686,63.92160235056653,63.9288143757086,64.0,63.99999833621159,63.95297883854382
Oversampling used bw5 [1],,,,,,,,,,55.33382227596687,59.7958528843327,59.795852783240036,56.389148550319334,56.261165957192716,63.43158374383943,63.99999321436464,53.71986043927443,63.99986266394561,63.84931247146364,61.78784988628087,61.78784984306952,54.8794102191348,63.99853700587851,63.99874490519615,63.99999999999998,63.916490805661766,63.99991512016108,63.999999999840746,63.61958948732776,63.619589481709426,63.99960997169587,63.99946304433595,63.99962388322111,64.0,63.9999999999883,63.99994229642366,64.0,63.608858281430976,63.608858297136806,63.99958170864131,63.999431399440034,63.99959603272646,64.0,64.0,63.9999367443058,63.999996430473175,63.69188138903099,63.691881385146935,63.99974227288783,63.99966830633145,63.99974888929157,64.0,63.999999301999864,63.99995285828857
Oversampling used bw6 [1],,,,,,,,,,57.79276064961864,63.812062519833155,63.812062504040625,63.52785890444875,63.49514109745098,63.99747312397033,63.99999833444645,54.6215579965215,63.99999999994847,63.98738336934425,63.96701982316535,63.96701982078619,63.507096976375344,63.999999999989534,63.999999999994536,64.0,63.942949403564825,63.99999999999974,64.0,63.99917042484148,63.999170424795345,63.99999999999997,63.99999999999987,63.99999999999998,64.0,63.999999999998685,63.999999999999986,64.0,63.9991401506488,63.99914015077968,63.99999999999997,63.999999999999865,63.99999999999998,64.0,64.0,63.999999999999986,63.99999999751527,63.99996203418299,63.9999620341807,63.99999999999999,63.999999999999986,63.99999999999999,64.0,63.99999982796979,63.99999999999999
Oversampling used bw7 [1],,,,,,,,,,59.84418801609371,63.9958090570412,63.9958090562736,63.994880531078714,63.993871490247216,63.99999959783714,63.9999999999466,60.81659738275289,64.0,63.99723228972414,63.99987750461674,63.99987750459637,63.98059451664038,64.0,64.0,64.0,63.998961034531085,64.0,64.0,63.99999996664844,63.99999996664843,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999996582241,63.999999965822425,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999997328,63.999999994150144,63.999999994150144,64.0,64.0,64.0,64.0,63.999999999998344,64.0
Oversampling used bw8 [1],,,,,,,,,,57.97525671778878,63.999847866157396,63.99984786611441,63.99984867578466,63.99979691110894,63.99999999996521,63.99999999817551,59.21480679154888,64.0,63.989453047730876,63.99999938650593,63.99999938650576,63.99881436453694,64.0,64.0,64.0,63.99548892732317,64.0,64.0,63.99999999999944,63.99999999999944,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999999944,63.99999999999944,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999895171,63.99999999999997,63.99999999999997,64.0,64.0,64.0,64.0,63.99999999990712,64.0
Oversampling used bw9 [1],,,,,,,,,,62.85252858556377,63.999999154250915,63.99999915425053,63.99999946156612,63.99999911112213,63.99999999998549,63.99999994552433,56.95565032811962,64.0,63.99997785909328,63.999999999936236,63.999999999936236,63.999999617005294,64.0,64.0,64.0,63.981772284401394,64.0,64.0,63.99999999999999,63.99999999999999,64.0,64.0,64.0,64.0,63.99999999999999,64.0,64.0,63.99999999999999,63.99999999999999,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999995604426,64.0
Oversampling used bw10 [1],,,,,,,,,,62.092574744517336,63.99999999977538,63.99999999977538,63.99999993324813,63.999999874391825,64.0,63.999999351234756,54.689946367198736,64.0,63.9998606640531,63.99999999999495,63.99999999999495,63.99999996121405,64.0,64.0,64.0,63.949982773408266,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999999965,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999927441934,64.0
Oversampling used bw11 [1],,,,,,,,,,61.19529843309886,63.99999999996533,63.99999999996533,63.99999999998338,63.99999999998338,64.0,63.99999568174403,52.496409652459675,64.0,63.99943583657623,64.0,64.0,63.999999999997826,64.0,64.0,64.0,63.8922535573333,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.99999999998935,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,63.999999999999844,64.0,64.0,64.0,64.0,64.0,64.0,63.999999383000606,64.0
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,931.2414905129898,931.2414905129898,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1507.2335084877068,4576.81127226378,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,548.1694318247697,1369.9587468457216,1369.9587468457216,2496.3359141432534,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels predict, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1861.5105341316757,1861.5105341316757,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,2260.575665262745,6864.942273636082,6864.942273636082,4390.595064095621,2054.7831546141115,1109.7254693717287,1109.7254693717287,822.0992112836918,2054.7831546141115,2054.7831546141115,3744.3488967734665,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels predict, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,3722.048367432926,3722.048367432926,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,3013.917810920462,9153.073271346264,9153.073271346264,5853.943663441757,2739.607558487833,1479.5306525735034,1479.5306525735034,1096.0289810115794,2739.607558487833,2739.607558487833,4992.361877262363,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels predict, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,7443.123906952532,7443.123906952532,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,4520.602091119545,13729.335263104213,13729.335263104213,8780.640856407961,4109.256362339347,2219.14101176475,2219.14101176475,1643.8885107326514,4109.256362339347,4109.256362339347,7488.387836098659,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,3221.730760331539,3221.730760331539,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels predict, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,14885.274922420835,14885.274922420835,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,7533.970638170312,22881.859242246133,22881.859242246133,14634.035235477146,6848.5539653768465,3698.3617214896512,3698.3617214896512,2739.607558487833,6848.5539653768465,6848.5539653768465,12480.43975123657,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,5369.306046552494,5369.306046552494,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
