,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Delta W snapshot0 [lambda],25.930859825769687,25.930859825769687,191.48942640568382,191.48942640568382,3804.9197714376132,3804.9197714376132,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,314.64217737814056,314.64217737814056,314.64217737814056,314.64217737814056,486.3223527763399,486.3223527763399,486.3223527763399,491.72593447385475,517.2701388621069,517.2701388621069,517.2701388621069,517.9268841968621,3979.0010681700537,3979.0010681700537,3979.0010681700537,437.69011749870594,437.69011749870594,437.69011749870594,191.48942640568382,191.48942640568382,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,3120.568430314848,3120.568430314848,3120.568430314848,3120.568430314848,3120.568430314848,3120.568430314848
Delta W snapshot1 [lambda],51.861719651539374,51.861719651539374,287.2341396085257,287.2341396085257,5707.37965715642,5707.37965715642,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,471.96326606721084,471.96326606721084,471.96326606721084,471.96326606721084,729.48352916451,729.48352916451,729.48352916451,737.5889017107821,775.9052082931605,775.9052082931605,775.9052082931605,776.8903262952932,5968.501602255081,5968.501602255081,5968.501602255081,656.5351762480589,656.5351762480589,656.5351762480589,287.2341396085257,287.2341396085257,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,4680.852645472271,4680.852645472271,4680.852645472271,4680.852645472271,4680.852645472271,4680.852645472271
Delta W snapshot2 [lambda],103.72343930307875,103.72343930307875,382.97885281136763,382.97885281136763,7609.8395428752265,7609.8395428752265,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,629.2843547562811,629.2843547562811,629.2843547562811,629.2843547562811,972.6447055526799,972.6447055526799,972.6447055526799,983.4518689477095,1034.5402777242139,1034.5402777242139,1034.5402777242139,1035.8537683937243,7958.002136340107,7958.002136340107,7958.002136340107,875.3802349974119,875.3802349974119,875.3802349974119,382.97885281136763,382.97885281136763,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,6241.136860629696,6241.136860629696,6241.136860629696,6241.136860629696,6241.136860629696,6241.136860629696
Delta W snapshot3 [lambda],207.4468786061575,207.4468786061575,574.4682792170514,574.4682792170514,11414.75931431284,11414.75931431284,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,943.9265321344217,943.9265321344217,943.9265321344217,943.9265321344217,1458.96705832902,1458.96705832902,1458.96705832902,1475.1778034215642,1551.810416586321,1551.810416586321,1551.810416586321,1553.7806525905864,11937.003204510162,11937.003204510162,11937.003204510162,1313.0703524961177,1313.0703524961177,1313.0703524961177,574.4682792170514,574.4682792170514,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,9361.705290944543,9361.705290944543,9361.705290944543,9361.705290944543,9361.705290944543,9361.705290944543
Delta W snapshot4 [lambda],414.893757212315,414.893757212315,957.4471320284191,957.4471320284191,19024.598857188066,19024.598857188066,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,1573.2108868907028,1573.2108868907028,1573.2108868907028,1573.2108868907028,2431.6117638817,2431.6117638817,2431.6117638817,2458.629672369274,,,,,19895.005340850268,19895.005340850268,19895.005340850268,2188.45058749353,2188.45058749353,2188.45058749353,765.9577056227353,765.9577056227353,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,15602.84215157424,15602.84215157424,15602.84215157424,15602.84215157424,15602.84215157424,15602.84215157424
Delta W snapshot5 [lambda],,,1340.4259848397867,1340.4259848397867,26634.438400063293,26634.438400063293,,,,,,,,,,,,,2202.4952416469837,2202.4952416469837,2202.4952416469837,2202.4952416469837,,,,,,,,,27853.00747719038,27853.00747719038,27853.00747719038,3063.8308224909415,3063.8308224909415,3063.8308224909415,,,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,21843.979012203934,21843.979012203934,21843.979012203934,21843.979012203934,21843.979012203934,21843.979012203934
Delta W snapshot6 [lambda],,,2106.383690462522,2106.383690462522,41854.117485813746,41854.117485813746,,,,,,,,,,,,,2517.1374190251245,2517.1374190251245,2517.1374190251245,2517.1374190251245,,,,,,,,,43769.011749870595,43769.011749870595,43769.011749870595,4376.90117498706,4376.90117498706,4376.90117498706,,,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,34326.25273346333,34326.25273346333,34326.25273346333,34326.25273346333,34326.25273346333,34326.25273346333
Delta W snapshot7 [lambda],,,2872.341396085257,2872.341396085257,57073.7965715642,57073.7965715642,,,,,,,,,,,,,,,,,,,,,,,,,59685.01602255081,59685.01602255081,59685.01602255081,,,,,,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,46808.52645472272,46808.52645472272,46808.52645472272,46808.52645472272,46808.52645472272,46808.52645472272
Delta W snapshot8 [lambda],,,3446.8096753023087,3446.8096753023087,68488.55588587704,68488.55588587704,,,,,,,,,,,,,,,,,,,,,,,,,71622.01922706097,71622.01922706097,71622.01922706097,,,,,,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,56170.23174566726,56170.23174566726,56170.23174566726,56170.23174566726,56170.23174566726,56170.23174566726
Delta W snapshot9 [lambda],,,4212.767380925044,4212.767380925044,83708.23497162749,83708.23497162749,,,,,,,,,,,,,,,,,,,,,,,,,87538.02349974119,87538.02349974119,87538.02349974119,,,,,,10104.69777435284,10104.69777435284,10104.69777435284,10104.69777435284,10104.69777435284,10104.69777435284,8726.784441486543,8726.784441486543,8726.784441486543,68652.50546692665,68652.50546692665,68652.50546692665,68652.50546692665,68652.50546692665,68652.50546692665
Delta W snapshot10 [lambda],,,4978.725086547779,4978.725086547779,98927.91405737794,98927.91405737794,,,,,,,,,,,,,,,,,,,,,,,,,103454.0277724214,103454.0277724214,103454.0277724214,,,,,,11941.915551507902,11941.915551507902,11941.915551507902,11941.915551507902,11941.915551507902,11941.915551507902,,,,81134.77918818605,81134.77918818605,81134.77918818605,81134.77918818605,81134.77918818605,81134.77918818605
Delta W snapshot11 [lambda],,,5744.682792170514,5744.682792170514,114147.5931431284,114147.5931431284,,,,,,,,,,,,,,,,,,,,,,,,,119370.03204510162,119370.03204510162,119370.03204510162,,,,,,13779.133328662963,13779.133328662963,13779.133328662963,13779.133328662963,13779.133328662963,13779.133328662963,,,,93617.05290944544,93617.05290944544,93617.05290944544,93617.05290944544,93617.05290944544,93617.05290944544
Delta W max0 [lambda],25.930859825769687,25.930859825769687,191.48942640568382,191.48942640568382,3804.9197714376132,3804.9197714376132,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,23.70821469784657,314.64217737814056,314.64217737814056,314.64217737814056,314.64217737814056,486.3223527763399,486.3223527763399,486.3223527763399,491.72593447385475,517.2701388621069,517.2701388621069,517.2701388621069,517.9268841968621,3979.0010681700537,3979.0010681700537,3979.0010681700537,437.69011749870594,437.69011749870594,437.69011749870594,191.48942640568382,191.48942640568382,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,459.30444428876547,3120.568430314848,3120.568430314848,3120.568430314848,3120.568430314848,3120.568430314848,3120.568430314848
Delta W max1 [lambda],51.861719651539374,51.861719651539374,287.2341396085257,287.2341396085257,5707.37965715642,5707.37965715642,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,47.41642939569314,471.96326606721084,471.96326606721084,471.96326606721084,471.96326606721084,729.48352916451,729.48352916451,729.48352916451,737.5889017107821,775.9052082931605,775.9052082931605,775.9052082931605,776.8903262952932,5968.501602255081,5968.501602255081,5968.501602255081,656.5351762480589,656.5351762480589,656.5351762480589,287.2341396085257,287.2341396085257,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,688.9566664331481,4680.852645472271,4680.852645472271,4680.852645472271,4680.852645472271,4680.852645472271,4680.852645472271
Delta W max2 [lambda],103.72343930307875,103.72343930307875,382.97885281136763,382.97885281136763,7609.8395428752265,7609.8395428752265,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,94.83285879138629,629.2843547562811,629.2843547562811,629.2843547562811,629.2843547562811,972.6447055526799,972.6447055526799,972.6447055526799,983.4518689477095,1034.5402777242139,1034.5402777242139,1034.5402777242139,1035.8537683937243,7958.002136340107,7958.002136340107,7958.002136340107,875.3802349974119,875.3802349974119,875.3802349974119,382.97885281136763,382.97885281136763,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,918.6088885775309,6241.136860629696,6241.136860629696,6241.136860629696,6241.136860629696,6241.136860629696,6241.136860629696
Delta W max3 [lambda],207.4468786061575,207.4468786061575,574.4682792170514,574.4682792170514,11414.75931431284,11414.75931431284,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,189.66571758277257,943.9265321344217,943.9265321344217,943.9265321344217,943.9265321344217,1458.96705832902,1458.96705832902,1458.96705832902,1475.1778034215642,1551.810416586321,1551.810416586321,1551.810416586321,1553.7806525905864,11937.003204510162,11937.003204510162,11937.003204510162,1313.0703524961177,1313.0703524961177,1313.0703524961177,574.4682792170514,574.4682792170514,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,1377.9133328662963,9361.705290944543,9361.705290944543,9361.705290944543,9361.705290944543,9361.705290944543,9361.705290944543
Delta W max4 [lambda],414.893757212315,414.893757212315,957.4471320284191,957.4471320284191,19024.598857188066,19024.598857188066,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,379.33143516554514,1573.2108868907028,1573.2108868907028,1573.2108868907028,1573.2108868907028,2431.6117638817,2431.6117638817,2431.6117638817,2458.629672369274,,,,,19895.005340850268,19895.005340850268,19895.005340850268,2188.45058749353,2188.45058749353,2188.45058749353,765.9577056227353,765.9577056227353,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,2296.522221443827,15602.84215157424,15602.84215157424,15602.84215157424,15602.84215157424,15602.84215157424,15602.84215157424
Delta W max5 [lambda],,,1340.4259848397867,1340.4259848397867,26634.438400063293,26634.438400063293,,,,,,,,,,,,,2202.4952416469837,2202.4952416469837,2202.4952416469837,2202.4952416469837,,,,,,,,,27853.00747719038,27853.00747719038,27853.00747719038,3063.8308224909415,3063.8308224909415,3063.8308224909415,,,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,3215.1311100213584,21843.979012203934,21843.979012203934,21843.979012203934,21843.979012203934,21843.979012203934,21843.979012203934
Delta W max6 [lambda],,,2106.383690462522,2106.383690462522,41854.117485813746,41854.117485813746,,,,,,,,,,,,,2517.1374190251245,2517.1374190251245,2517.1374190251245,2517.1374190251245,,,,,,,,,43769.011749870595,43769.011749870595,43769.011749870595,4376.90117498706,4376.90117498706,4376.90117498706,,,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,5052.34888717642,34326.25273346333,34326.25273346333,34326.25273346333,34326.25273346333,34326.25273346333,34326.25273346333
Delta W max7 [lambda],,,2872.341396085257,2872.341396085257,57073.7965715642,57073.7965715642,,,,,,,,,,,,,,,,,,,,,,,,,59685.01602255081,59685.01602255081,59685.01602255081,,,,,,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,6889.566664331482,46808.52645472272,46808.52645472272,46808.52645472272,46808.52645472272,46808.52645472272,46808.52645472272
Delta W max8 [lambda],,,3446.8096753023087,3446.8096753023087,68488.55588587704,68488.55588587704,,,,,,,,,,,,,,,,,,,,,,,,,71622.01922706097,71622.01922706097,71622.01922706097,,,,,,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,8267.479997197779,56170.23174566726,56170.23174566726,56170.23174566726,56170.23174566726,56170.23174566726,56170.23174566726
Delta W max9 [lambda],,,4212.767380925044,4212.767380925044,83708.23497162749,83708.23497162749,,,,,,,,,,,,,,,,,,,,,,,,,87538.02349974119,87538.02349974119,87538.02349974119,,,,,,10104.69777435284,10104.69777435284,10104.69777435284,10104.69777435284,10104.69777435284,10104.69777435284,8726.784441486543,8726.784441486543,8726.784441486543,68652.50546692665,68652.50546692665,68652.50546692665,68652.50546692665,68652.50546692665,68652.50546692665
Delta W max10 [lambda],,,4978.725086547779,4978.725086547779,98927.91405737794,98927.91405737794,,,,,,,,,,,,,,,,,,,,,,,,,103454.0277724214,103454.0277724214,103454.0277724214,,,,,,11941.915551507902,11941.915551507902,11941.915551507902,11941.915551507902,11941.915551507902,11941.915551507902,,,,81134.77918818605,81134.77918818605,81134.77918818605,81134.77918818605,81134.77918818605,81134.77918818605
Delta W max11 [lambda],,,5744.682792170514,5744.682792170514,114147.5931431284,114147.5931431284,,,,,,,,,,,,,,,,,,,,,,,,,119370.03204510162,119370.03204510162,119370.03204510162,,,,,,13779.133328662963,13779.133328662963,13779.133328662963,13779.133328662963,13779.133328662963,13779.133328662963,,,,93617.05290944544,93617.05290944544,93617.05290944544,93617.05290944544,93617.05290944544,93617.05290944544
Delta W stack [lambda],22.48238207544376,18.902257849202055,5744.682620101194,5744.682620101194,114147.59036205515,114147.59061591393,2.152096541772757,5.032138026834339,7.578903249808039,7.689219162687544,3.1489928361012804,5.032138026834339,7.578903249808039,7.689219162687544,3.1489928361012804,5.032138026834339,7.578903249808039,7.689219162687544,462.8154141008779,284.0139571251741,453.88805698092466,567.4125791423585,2431.6117201430925,348.8352894389402,595.9779882313334,2458.6295958284254,1544.0514558305674,276.90704611375975,367.2075289633871,1553.7806129980518,119370.03013326782,119370.02873230538,119370.02923916372,419.5887044414248,419.58866963568806,672.7145853171348,303.4672472399959,58.58443790361399,13779.13311084977,2797.8836181973547,13779.132915935184,2473.891220004169,2797.8836181973547,13779.132915935184,1251.9486694635907,639.2122572531699,2869.159082561823,93617.05059844987,25201.704383423017,93617.05093723336,93617.05149720557,25201.704383423017,93617.05093723336
