Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Channels predict, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,100678.31304361316,100678.31304361316,64387.887423621025,30132.583568244918,16271.737711798904,16271.737711798904,12053.219407200913,18079.674127881513,30132.583568244918,54912.88101689317,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,23623.695938386394,23623.695938386394,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels predict, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,118983.36099533516,118983.36099533516,76094.67617268747,35611.17876840851,19230.1791200106,19230.1791200106,14244.657487563067,21366.831248029586,35611.17876840851,64896.98484398008,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,27918.846499861975,27918.846499861975,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels predict, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,137288.40894903094,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,74881.08867071281,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
"Channels backward, no-smear0",931.2414905129898,603.7866629970722,603.7866629970722,559.1337152950158,559.1337152950158,931.2414905129898,1809.0904657256951,1809.0904657256951,1628.2786778496668,2511.6897145573553,1162.8485129365304,1162.8485129365304,1005.0053854489457,1005.0053854489457,1005.0053854489457,4576.81127226378,4576.81127226378,2927.246459022404,1369.9587468457216,739.9202789596652,739.9202789596652,548.1694318247697,822.0992112836918,1369.9587468457216,2496.3359141432534,2496.3359141432534,1596.6154427183094,964.1342651844309,624.8353800384707,624.8353800384707,964.1342651844309,964.1342651844309,964.1342651844309,1756.8443345598678,1756.8443345598678,1123.6483696216517,440.17355597011345,285.2676338925193,285.2676338925193,440.17355597011345,440.17355597011345,440.17355597011345,802.0830392517163,802.0830392517163,512.9992577598294,1657.447518022577,1074.1554517174807,1074.1554517174807,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,3020.203232244655,1931.6697913193286
"Channels backward, no-smear1",1861.5105341316757,1206.6011546294023,1206.6011546294023,1117.2953217949262,1117.2953217949262,1861.5105341316757,3617.208237988821,3617.208237988821,3255.584691283069,3767.259952131288,1743.998188401229,1743.998188401229,1507.2335084877068,1507.2335084877068,1507.2335084877068,6864.942273636082,6864.942273636082,4390.595064095621,2054.7831546141115,1109.7254693717287,1109.7254693717287,822.0992112836918,1232.9938642529864,2054.7831546141115,3744.3488967734665,3744.3488967734665,2394.7681956579695,1446.0929017246065,937.1445813732993,937.1445813732993,1446.0929017246065,1446.0929017246065,1446.0929017246065,2635.15799966488,2635.15799966488,1685.3640564542193,660.2103737905189,427.85149409557937,427.85149409557937,660.2103737905189,660.2103737905189,660.2103737905189,1203.0745958683376,1203.0745958683376,769.4489255803708,2485.9873730119093,1611.049285867178,1611.049285867178,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,4530.120934113291,2897.3207797379746
"Channels backward, no-smear2",3722.048367432926,2412.2297464079625,2412.2297464079625,2233.6181120846836,2233.6181120846836,3722.048367432926,7233.443651746777,7233.443651746777,6510.1965728741225,5022.83018303477,2325.1478494585263,2325.1478494585263,2009.4616148571042,2009.4616148571042,2009.4616148571042,9153.073271346264,9153.073271346264,5853.943663441757,2739.607558487833,1479.5306525735034,1479.5306525735034,1096.0289810115794,1643.8885107326514,2739.607558487833,4992.361877262363,4992.361877262363,3192.9209452546934,1928.0515355533043,1249.4537785218913,1249.4537785218913,1928.0515355533043,1928.0515355533043,1928.0515355533043,3513.4716632831455,3513.4716632831455,2247.0797409596876,880.2471903509299,570.4353523546921,570.4353523546921,880.2471903509299,880.2471903509299,880.2471903509299,1604.0661517954907,1604.0661517954907,1025.8985923202388,3314.5272234667896,2147.943113021092,2147.943113021092,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,6040.038633493189,3862.9717642657424
"Channels backward, no-smear3",7443.123906952532,4823.48673394533,4823.48673394533,4466.26348098825,4466.26348098825,7443.123906952532,14465.914413852615,14465.914413852615,13019.420263376436,7533.970638170312,3487.4471571609083,3487.4471571609083,3013.917810920462,3013.917810920462,3013.917810920462,13729.335263104213,13729.335263104213,8780.640856407961,4109.256362339347,2219.14101176475,2219.14101176475,1643.8885107326514,2465.6777971987854,4109.256362339347,7488.387836098659,7488.387836098659,4789.226441112072,2891.968800495013,1874.0721686334662,1874.0721686334662,2891.968800495013,2891.968800495013,2891.968800495013,5270.098989032808,5270.098989032808,3370.5111076432245,1320.3208222098451,855.6030669285161,855.6030669285161,1320.3208222098451,1320.3208222098451,1320.3208222098451,2406.0492629538408,2406.0492629538408,1538.7979247168228,4971.606919841428,3221.730760331539,3221.730760331539,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,9059.874029764045,5794.273729429907
"Channels backward, no-smear4",14885.274922420835,9646.000610935875,9646.000610935875,8931.554112875032,8931.554112875032,14885.274922420835,28930.855905350065,28930.855905350065,26037.867607994198,12556.251540408359,5812.045755267206,5812.045755267206,5022.83018303477,5022.83018303477,5022.83018303477,22881.859242246133,22881.859242246133,14634.035235477146,6848.5539653768465,3698.3617214896512,3698.3617214896512,2739.607558487833,4109.256362339347,6848.5539653768465,12480.43975123657,12480.43975123657,7981.837428793979,4819.803327119454,3123.308943830835,3123.308943830835,4819.803327119454,4819.803327119454,4819.803327119454,8783.353638730738,8783.353638730738,5617.3738382134225,2200.4680844190366,1425.9384937424293,1425.9384937424293,2200.4680844190366,2200.4680844190366,2200.4680844190366,4010.0154844540652,4010.0154844540652,2564.5965882148244,8285.76630714385,5369.306046552494,5369.306046552494,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,15099.544819346385,9656.87765508817
"Channels backward, no-smear5",,,,,,,,,,17578.532439633425,8136.644346788232,8136.644346788232,7031.742547520076,7031.742547520076,7031.742547520076,32034.383219760202,32034.383219760202,20487.429611910986,9587.851566631676,5177.5824279175995,5177.5824279175995,3835.3266017939427,5752.834924515444,9587.851566631676,17472.491665383553,17472.491665383553,11174.448414962055,6747.637852514593,4372.54571711229,4372.54571711229,6747.637852514593,6747.637852514593,6747.637852514593,12296.60828776359,12296.60828776359,7864.236567728094,3080.6153460537075,1996.2739196668836,1996.2739196668836,3080.6153460537075,3080.6153460537075,3080.6153460537075,5613.981705611628,5613.981705611628,3590.395251217516,11599.925692369377,7516.881329584529,7516.881329584529,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,21139.215607677965,13519.481578975125
"Channels backward, no-smear6",,,,,,,,,,27623.094235464625,12785.841524431838,12785.841524431838,11049.567270263373,11049.567270263373,11049.567270263373,50339.43117338024,50339.43117338024,32194.218362539585,15066.446767662303,8136.023838057545,8136.023838057545,6026.764684762012,9039.99204641778,15066.446767662303,27456.595492975874,27456.595492975874,17559.670386028447,10603.30690224929,6871.019262117228,6871.019262117228,10603.30690224929,10603.30690224929,10603.30690224929,19323.11758529115,19323.11758529115,12357.962025880577,4840.909868830683,3136.944770783244,3136.944770783244,4840.909868830683,4840.909868830683,4840.909868830683,8821.91414772804,8821.91414772804,5641.992576805486,18228.244461150298,11812.031892985902,11812.031892985902,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,33218.55718360824,21244.689425282002
"Channels backward, no-smear7",,,,,,,,,,37667.65603029708,17435.03869966,17435.03869966,15067.391990198219,15067.391990198219,15067.391990198219,68644.47912648872,68644.47912648872,43901.00711260044,20545.041968064605,11094.465247025146,11094.465247025146,8218.202766101153,12327.14916724701,20545.041968064605,37440.69931984898,37440.69931984898,23944.89235654539,14458.975951528024,9369.492806415708,9369.492806415708,14458.975951528024,14458.975951528024,14458.975951528024,26349.62688235958,26349.62688235958,16851.68748361234,6601.204391408641,4277.615621592935,4277.615621592935,6601.204391408641,6601.204391408641,6601.204391408641,12029.846589709447,12029.846589709447,7693.589902261288,24856.56322909094,16107.182455237864,16107.182455237864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,45297.898759003605,28969.89727092497
"Channels backward, no-smear8",,,,,,,,,,45201.07737624433,20921.93658050782,20921.93658050782,18080.76052947859,18080.76052947859,18080.76052947859,82373.26509018058,82373.26509018058,52681.09867435777,24653.988368231738,13313.296303445573,13313.296303445573,9861.781326708258,14792.517007608449,24653.988368231738,44928.77719007878,44928.77719007878,28733.8088344391,17350.727738383684,11243.34796445438,11243.34796445438,17350.727738383684,17350.727738383684,17350.727738383684,31619.508855287142,31619.508855287142,20221.98157672374,7921.425283300245,5133.118759595582,5133.118759595582,7921.425283300245,7921.425283300245,7921.425283300245,14435.795921088982,14435.795921088982,9232.287896301332,29827.802305074,19328.54537663272,19328.54537663272,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,54357.40494034131,34763.803155122936
"Channels backward, no-smear9",,,,,,,,,,55245.639170555,25571.133754518924,25571.133754518924,22098.585247986757,22098.585247986757,22098.585247986757,100678.31304361316,100678.31304361316,64387.887423621025,30132.583568244918,16271.737711798904,16271.737711798904,12053.219407200913,18079.674127881513,30132.583568244918,54912.88101689317,54912.88101689317,35119.03080474535,21206.396787594203,13741.821508373107,13741.821508373107,21206.396787594203,21206.396787594203,21206.396787594203,38646.01815217868,38646.01815217868,24715.707034426418,9681.719805811686,6273.789610246891,6273.789610246891,9681.719805811686,9681.719805811686,9681.719805811686,17643.728363088867,17643.728363088867,11283.885221562772,36456.12107261481,23623.695938386394,23623.695938386394,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,66436.74651652182,42489.01100007879
"Channels backward, no-smear10",,,,,,,,,,65290.200964363954,30220.330928199935,30220.330928199935,26116.409966266117,26116.409966266117,26116.409966266117,118983.36099533516,118983.36099533516,76094.67617268747,35611.17876840851,19230.1791200106,19230.1791200106,14244.657487563067,21366.831248029586,35611.17876840851,64896.98484398008,64896.98484398008,41504.25277471908,25062.065836560167,16240.295052214517,16240.295052214517,25062.065836560167,25062.065836560167,25062.065836560167,45672.52744954128,45672.52744954128,29209.432492013344,11442.014328212696,7414.460460822171,7414.460460822171,11442.014328212696,11442.014328212696,11442.014328212696,20851.660804924362,20851.660804924362,13335.48254691276,43084.43984028982,27918.846499861975,27918.846499861975,43084.43984028982,43084.43984028982,43084.43984028982,78516.08809186322,78516.08809186322,50214.21884546187
"Channels backward, no-smear11",,,,,,,,,,75334.76275845508,34869.52810182881,34869.52810182881,30134.234684264968,30134.234684264968,30134.234684264968,137288.40894903094,137288.40894903094,87801.4649224931,41089.773967896894,22188.620528023996,22188.620528023996,16436.095567779656,24653.988368231738,41089.773967896894,74881.08867071281,74881.08867071281,47889.47474523953,28917.734885444417,18738.76859601465,18738.76859601465,28917.734885444417,28917.734885444417,28917.734885444417,52699.03674708295,52699.03674708295,33703.157949091255,13202.3088507373,8555.131311379297,8555.131311379297,13202.3088507373,13202.3088507373,13202.3088507373,24059.59324690075,24059.59324690075,15387.079872106855,49712.75860750632,32213.99706127872,32213.99706127872,49712.75860750632,49712.75860750632,49712.75860750632,90595.4296673419,90595.4296673419,57939.42669078791
Frequencies predict ifft,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0,65536.0,200.0,200.0,200,200.0,40.0,200.0,65536.0,40.0
Frequencies predict kernels0,1536.763786767615,264.6029771276883,264.60297712788656,264.4576117461478,264.26313998850276,265.0691345534334,526.4087852446081,2986.014068542533,511.6528581883233,1650.1702399900912,225.22046493184192,225.2204650974539,224.23460593666192,224.37014194146371,224.03234266917255,527.1418054549766,3006.792056881331,288.9258096669238,473.7566852955739,127.03926828251228,127.03926816049298,126.40092152414154,126.93251948795388,127.60011661997189,272.76437061066247,863.1117394353781,162.99310492941547,135.51320615766517,88.70901968501528,88.70901968453856,88.62100380063144,88.80921244931588,88.60244203391179,174.64114354242625,246.77876297417134,114.10660565196727,47.99428593966904,40.83874121761976,40.83874122938523,40.79973405278534,40.88291998391042,40.79153690231262,78.02613735148252,87.38192028156261,52.54339453277017,222.0590032631908,150.06284419429656,150.06284419428303,149.9935459592733,150.2259218494101,149.9727467355877,294.97291948416404,404.3744999772523,193.4135210487788
Frequencies predict kernels1,2585.9147925291777,266.3045832401602,266.30458324069843,265.8951465401359,265.34682717290735,267.615077497274,552.6244200855094,5025.196964512245,512.2667420613843,2241.7890624559636,226.94090678581458,226.94090708814278,225.1381050180082,225.3863109395392,224.76749242630427,610.7579624884241,4084.948668516003,289.1844678909308,634.2426428150945,127.96770874276999,127.96770851994972,126.79974371060041,127.77270475289124,128.99018696916127,304.6406174381888,1155.5787469153863,163.02964264183456,165.245222836044,89.16456146732511,89.16456146645491,89.00344452463534,89.34782107962164,88.96945095659692,185.71050369550207,300.9618857099689,114.10930560381712,53.43414649621045,41.04024785040491,41.04024787193841,40.96883136022202,41.121070364936706,40.95381701112384,81.33100571296171,97.29542573056914,52.54375937365975,268.47845291580063,150.58453869909053,150.58453869907007,150.45751924547918,150.8832771333511,150.4193870356676,312.9658550982438,488.9685141537117,193.4175811412917
Frequencies predict kernels2,4396.476566121454,271.0698354255623,271.0698354270691,269.9278596796784,268.39393496249494,274.7055637697162,621.0852808847926,8544.296427523572,517.1639104623827,2791.925047078827,228.963937964792,228.9639384266625,226.20438994328768,226.58496555131464,225.6357421142177,697.2311010642977,5087.507632509843,289.6880148983652,784.1922092141796,129.05980860607232,129.05980826554074,127.27083206547552,128.76168321682076,130.61934712018981,338.63385114002335,1428.844414070504,163.10081686167197,194.79559046834092,89.70158272361513,89.70158272228788,89.45466133257344,89.98217096004193,89.40253593371322,198.05016784450086,354.8139823300776,114.11456480794305,59.25068345011694,41.27784462674243,41.27784465973515,41.1683723667166,41.40162152729521,41.1453453183675,85.0866847626643,107.89538139388038,52.54446998855441,314.9091436119873,151.20056755526306,151.20056755523558,151.005597541139,151.65880076539443,150.94705029828935,333.06633501773706,573.5830269974892,193.42548968516314
Frequencies predict kernels3,7531.543413681641,284.1538789907144,284.1538789947774,281.051929049762,276.8525937400078,293.89850463667153,783.8238950459454,14637.771043244453,554.9690891386834,3812.95805477542,233.73219627155007,233.73219710429453,228.73416994638663,229.42619345129154,227.69850436505473,870.4057190545483,6948.221760912077,291.75085044892313,1062.7562328206395,131.6354087798429,131.63540816538017,128.39028873546755,131.0969921259768,134.43707353171834,408.80157050051423,1936.4949992968218,163.39318262363977,252.01415781237364,90.97309924284866,90.9730992404384,90.52462015201445,91.48159172649001,90.42982518161764,224.8788185754876,459.0881564049226,114.13617815983763,71.2907887161529,41.840614216014295,41.84061427590861,41.64168696150573,42.06505303210692,41.5997920896961,93.47007989671123,129.8370636149499,52.5473901155124,405.26650833860833,152.66358806884466,152.66358806879566,152.30815459282314,153.49757691583383,152.20135344971854,376.89020918861274,738.2487953737736,193.45799064186784
