,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Visibilities pred4 [1/s],28372268.931704044,624551447.5564057,872742.5718207553,161307147.9011916,970366.3459276553,161307147.9011916,21821714.12154865,101022866.22592255,101022866.22592255,196346924.55335116,18185128.719827667,101022866.22592255,101022866.22592255,196346924.55335116,18185128.719827667,101022866.22592255,101022866.22592255,196346924.55335116,1053333.5846835107,2438211.573504817,2438211.573504817,8097336.194221759,551998.2218540107,3833094.764727136,154217.7333357008,13043121.240024522,,,,,976519.8450413926,2448773.5479409676,2448773.5479409676,5459394.861500343,5459394.861500343,5459394.861500343,6358200.2433016645,6358200.2433016645,679276.3165744379,1132090.3420038933,1132090.3420038933,2139589.8006757093,1132090.3420038933,1132090.3420038933,2139589.8006757093,7428853.120970111,7428853.120970111,3249037.492008488,6204650.944006525,6204650.944006525,2474284.127693177,6204650.944006525,6204650.944006525
Visibilities pred5 [1/s],,,910642.7784736315,113156925.28617917,1000614.3338841352,113156925.28617917,,,,,,,,,,,,,1163764.8942417167,2394535.451029523,2394535.451029523,7952334.077066989,,,,,,,,,1038938.8076563287,2404908.19377576,2404908.19377576,6702000.472524095,6702000.472524095,6702000.472524095,,,710977.3894164742,1167380.1733090272,1167380.1733090272,2148997.0477265194,1167380.1733090272,1167380.1733090272,2148997.0477265194,7295782.519740421,7295782.519740421,3290535.0500268918,6093507.554281697,6093507.554281697,2632441.0465286477,6093507.554281697,6093507.554281697
Visibilities pred6 [1/s],,,3495841.473283441,259168378.321601,4001355.352347793,259168378.321601,,,,,,,,,,,,,507696.39930947724,1566939.848568429,1566939.848568429,5203870.39005484,,,,,,,,,3739189.812417344,11540578.74701172,11540578.74701172,16446153.148886476,16446153.148886476,16446153.148886476,,,2700948.7115189796,4668237.333820917,4668237.333820917,8102621.311450597,4668237.333820917,4668237.333820917,8102621.311450597,35010730.81807276,35010730.81807276,12632338.080090323,29241291.63496893,29241291.63496893,9474283.349799572,29241291.63496893,29241291.63496893
Visibilities pred7 [1/s],,,6212656.336739425,495393215.1353212,6704745.9901944315,495393215.1353212,,,,,,,,,,,,,,,,,,,,,,,,,7309735.630606022,22560725.28139857,22560725.28139857,,,,,,4693363.5636143,7822187.717989073,7822187.717989073,14783794.40244291,7822187.717989073,7822187.717989073,14783794.40244291,68442638.4057882,68442638.4057882,27438845.461917922,57163929.21354138,57163929.21354138,18521263.393653784,57163929.21354138,57163929.21354138
Visibilities pred8 [1/s],,,2885117.4156286195,156858909.7132084,3566547.8263684846,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,3703216.3463683575,8572200.799852684,8572200.799852684,,,,,,2292797.0490677897,4160964.4218790988,4160964.4218790988,7021571.898381179,4160964.4218790988,4160964.4218790988,7021571.898381179,26005551.376176804,26005551.376176804,10425687.79268989,21720077.7258466,21720077.7258466,9383137.04346221,21720077.7258466,21720077.7258466
Visibilities pred9 [1/s],,,3965308.2549622064,137193016.99216768,4765720.8937347615,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,3958681.1618062654,18327123.937945276,18327123.937945276,,,,,,2859448.4396927357,5559997.492158847,5559997.492158847,10007930.689177454,5559997.492158847,5559997.492158847,1620607.1462675103,6002189.549808465,6002189.549808465,16717356.321762979,46436916.91469365,46436916.91469365,10030429.562601425,46436916.91469365,46436916.91469365
Visibilities pred10 [1/s],,,391853.1283658917,9832946.631642792,403672.57911564823,9832946.631642792,,,,,,,,,,,,,,,,,,,,,,,,,502971.1237207057,1552372.581699313,1552372.581699313,,,,,,290645.5617541059,470950.5078957121,470950.5078957121,847706.2700658891,470950.5078957121,470950.5078957121,,,,1416018.725051257,3933372.161152716,3933372.161152716,1274418.5479127846,3933372.161152716,3933372.161152716
Visibilities pred11 [1/s],,,232527.14258117645,4214119.9733702345,266156.9809855564,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,248721.5326627335,767655.8672308879,767655.8672308879,,,,,,179656.62740066016,310515.94265843043,310515.94265843043,628791.79835944,310515.94265843043,310515.94265843043,,,,1400455.840206934,1945071.904603555,1945071.904603555,630205.8546826786,1945071.904603555,1945071.904603555
Visibilities bw0 [1/s],3610566.5099345464,423194095.29833394,716090.3327573389,241609545.09431344,593553.7225369944,241609545.09431344,2776629.70880828,4282493.162604078,4282493.162604078,9686144.1489792,2314603.2012381065,4282493.162604078,4282493.162604078,9686144.1489792,2314603.2012381065,4282493.162604078,4282493.162604078,9686144.1489792,329977.4115688298,800110.3533410244,992559.5537826391,11576477.286249842,593553.7225369944,1015950.3430569423,204338.06615205077,17282099.231556825,593553.7225369944,776969.5866982543,776969.5866982543,8147192.635389234,326460.5604529313,784888.6440528559,985969.6387657714,1808748.750824634,1808748.750824634,1808748.750824634,5476886.68607576,5476886.68607576,593553.7225369944,573558.2324082683,830975.2115517922,774193.4141382019,573558.2324082683,830975.2115517922,774193.4141382019,2437794.672649389,2437794.672649389,1043666.7188045931,1988726.4798986902,1988726.4798986902,839706.3426737391,1988726.4798986902,1988726.4798986902
Visibilities bw1 [1/s],1948188.6617438563,158712256.1429741,88398.38222631779,30497742.326400407,61062.76833996849,30497742.326400407,1498309.1169220963,2311549.1858335203,2311549.1858335203,6238477.533916786,1248792.24774352,2311549.1858335203,2311549.1858335203,6238477.533916786,1248792.24774352,2311549.1858335203,2311549.1858335203,6238477.533916786,61112.86681122815,148189.11920900783,148189.11920900783,1429501.8087744212,54670.07454369047,203845.74417932404,27335.037271845238,2055012.0060082055,64278.61767934155,153496.73233838324,153496.73233838324,1073111.857962138,60013.66413021812,143698.96361727323,143698.96361727323,322592.71539145755,322592.71539145755,322592.71539145755,966078.3365484155,966078.3365484155,54632.257410250764,72257.05382601057,72257.05382601057,131300.83705060658,72257.05382601057,72257.05382601057,131300.83705060658,451507.38944235974,451507.38944235974,194945.1696835073,377104.1649967513,377104.1649967513,155516.66327813783,377104.1649967513,377104.1649967513
Visibilities bw2 [1/s],3988616.3606995237,325080391.1183711,66100.25491938693,23326643.91271687,61170.674813298356,23326643.91271687,3067655.6180943,7513276.554890201,7513276.554890201,25552329.192554455,2556585.91517564,7513276.554890201,7513276.554890201,25552329.192554455,2556585.91517564,7513276.554890201,7513276.554890201,25552329.192554455,62839.76232342034,155150.26571286368,155150.26571286368,1122532.0251761735,40885.978675776205,203258.57389392328,20442.989337888106,1728986.5612418326,51505.60391483945,143488.56800991428,143488.56800991428,752386.5131124941,61199.49929229818,148402.25252641633,148402.25252641633,334035.0436599032,334035.0436599032,334035.0436599032,1011461.3236715905,1011461.3236715905,42912.65771823925,72737.76128307858,72737.76128307858,130918.64937161913,72737.76128307858,72737.76128307858,130918.64937161913,450207.1900006478,450207.1900006478,196056.52192063635,376017.9501183044,376017.9501183044,155065.56652426175,376017.9501183044,376017.9501183044
Visibilities bw3 [1/s],18502694.340566125,814501371.0890818,218777.85586265312,65686758.90609715,248961.87681103338,65686758.90609715,14230700.6009182,43918796.07416285,43918796.07416285,128036064.91597703,10165196.30397441,43918796.07416285,43918796.07416285,128036064.91597703,10165196.30397441,43918796.07416285,43918796.07416285,128036064.91597703,245673.58498202453,595744.5937325673,595744.5937325673,2873635.1591620515,141622.58873620455,819494.5635906132,54949.85994367155,4647440.147544678,166622.98174879325,771352.5256007434,771352.5256007434,2696509.3239349774,246737.82558179213,598325.2910600234,598325.2910600234,1296876.5905214627,1296876.5905214627,1296876.5905214627,4531107.721096021,4531107.721096021,174281.97481523297,290454.20174766175,290454.20174766175,527819.5994952194,290454.20174766175,290454.20174766175,527819.5994952194,1815139.3346248912,1815139.3346248912,804313.4864495109,1516023.046090397,1516023.046090397,625178.1438826927,1516023.046090397,1516023.046090397
Visibilities bw4 [1/s],28372268.931704044,624551447.5564057,872742.5718207553,161307147.9011916,970366.3459276553,161307147.9011916,21821714.12154865,101022866.22592255,101022866.22592255,196346924.55335116,18185128.719827667,101022866.22592255,101022866.22592255,196346924.55335116,18185128.719827667,101022866.22592255,101022866.22592255,196346924.55335116,1053333.5846835107,2438211.573504817,2438211.573504817,8097336.194221759,551998.2218540107,3833094.764727136,154217.7333357008,13043121.240024522,,,,,976519.8450413926,2448773.5479409676,2448773.5479409676,5459394.861500343,5459394.861500343,5459394.861500343,6358200.2433016645,6358200.2433016645,679276.3165744379,1132090.3420038933,1132090.3420038933,2139589.8006757093,1132090.3420038933,1132090.3420038933,2139589.8006757093,7428853.120970111,7428853.120970111,3249037.492008488,6204650.944006525,6204650.944006525,2474284.127693177,6204650.944006525,6204650.944006525
Visibilities bw5 [1/s],,,910642.7784736315,113156925.28617917,1000614.3338841352,113156925.28617917,,,,,,,,,,,,,1163764.8942417167,2394535.451029523,2394535.451029523,7952334.077066989,,,,,,,,,1038938.8076563287,2404908.19377576,2404908.19377576,6702000.472524095,6702000.472524095,6702000.472524095,,,710977.3894164742,1167380.1733090272,1167380.1733090272,2148997.0477265194,1167380.1733090272,1167380.1733090272,2148997.0477265194,7295782.519740421,7295782.519740421,3290535.0500268918,6093507.554281697,6093507.554281697,2632441.0465286477,6093507.554281697,6093507.554281697
Visibilities bw6 [1/s],,,3495841.473283441,259168378.321601,4001355.352347793,259168378.321601,,,,,,,,,,,,,507696.39930947724,1566939.848568429,1566939.848568429,5203870.39005484,,,,,,,,,3739189.812417344,11540578.74701172,11540578.74701172,16446153.148886476,16446153.148886476,16446153.148886476,,,2700948.7115189796,4668237.333820917,4668237.333820917,8102621.311450597,4668237.333820917,4668237.333820917,8102621.311450597,35010730.81807276,35010730.81807276,12632338.080090323,29241291.63496893,29241291.63496893,9474283.349799572,29241291.63496893,29241291.63496893
Visibilities bw7 [1/s],,,6212656.336739425,495393215.1353212,6704745.9901944315,495393215.1353212,,,,,,,,,,,,,,,,,,,,,,,,,7309735.630606022,22560725.28139857,22560725.28139857,,,,,,4693363.5636143,7822187.717989073,7822187.717989073,14783794.40244291,7822187.717989073,7822187.717989073,14783794.40244291,68442638.4057882,68442638.4057882,27438845.461917922,57163929.21354138,57163929.21354138,18521263.393653784,57163929.21354138,57163929.21354138
Visibilities bw8 [1/s],,,2885117.4156286195,156858909.7132084,3566547.8263684846,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,3703216.3463683575,8572200.799852684,8572200.799852684,,,,,,2292797.0490677897,4160964.4218790988,4160964.4218790988,7021571.898381179,4160964.4218790988,4160964.4218790988,7021571.898381179,26005551.376176804,26005551.376176804,10425687.79268989,21720077.7258466,21720077.7258466,9383137.04346221,21720077.7258466,21720077.7258466
Visibilities bw9 [1/s],,,3965308.2549622064,137193016.99216768,4765720.8937347615,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,3958681.1618062654,18327123.937945276,18327123.937945276,,,,,,2859448.4396927357,5559997.492158847,5559997.492158847,10007930.689177454,5559997.492158847,5559997.492158847,1620607.1462675103,6002189.549808465,6002189.549808465,16717356.321762979,46436916.91469365,46436916.91469365,10030429.562601425,46436916.91469365,46436916.91469365
Visibilities bw10 [1/s],,,391853.1283658917,9832946.631642792,403672.57911564823,9832946.631642792,,,,,,,,,,,,,,,,,,,,,,,,,502971.1237207057,1552372.581699313,1552372.581699313,,,,,,290645.5617541059,470950.5078957121,470950.5078957121,847706.2700658891,470950.5078957121,470950.5078957121,,,,1416018.725051257,3933372.161152716,3933372.161152716,1274418.5479127846,3933372.161152716,3933372.161152716
Visibilities bw11 [1/s],,,232527.14258117645,4214119.9733702345,266156.9809855564,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,248721.5326627335,767655.8672308879,767655.8672308879,,,,,,179656.62740066016,310515.94265843043,310515.94265843043,628791.79835944,310515.94265843043,310515.94265843043,,,,1400455.840206934,1945071.904603555,1945071.904603555,630205.8546826786,1945071.904603555,1945071.904603555
-- Geometry --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delta W earth0 [lambda],0.09440398684029373,0.09440398684029373,0.8580149336490602,0.8580149336490602,17.04886816211769,17.04886816211769,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,0.08631221653969713,1.4098307776762335,1.4098307776762335,1.4098307776762335,1.4098307776762335,2.179085545775391,2.179085545775391,2.179085545775391,2.203297607395118,2.3177546259610975,2.3177546259610975,2.3177546259610975,2.3206973331141834,17.82888173816229,17.82888173816229,17.82888173816229,1.961176991197852,1.961176991197852,1.961176991197852,0.8580149336490602,0.8580149336490602,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,2.058025237676758,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093,13.982465585392093
Delta W earth1 [lambda],0.37761594736117493,0.37761594736117493,1.9305336007103855,1.9305336007103855,38.3599533647648,38.3599533647648,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,0.3452488661587885,3.172119249771525,3.172119249771525,3.172119249771525,3.172119249771525,4.902942477994629,4.902942477994629,4.902942477994629,4.957419616639014,5.214947908412469,5.214947908412469,5.214947908412469,5.221568999506912,40.11498391086515,40.11498391086515,40.11498391086515,4.412648230195167,4.412648230195167,4.412648230195167,1.9305336007103855,1.9305336007103855,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,4.630556784772706,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221,31.46054756713221
Delta W earth2 [lambda],1.5104637894446997,1.5104637894446997,3.432059734596241,3.432059734596241,68.19547264847075,68.19547264847075,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,1.380995464635154,5.639323110704934,5.639323110704934,5.639323110704934,5.639323110704934,8.716342183101563,8.716342183101563,8.716342183101563,8.813190429580471,9.27101850384439,9.27101850384439,9.27101850384439,9.282789332456733,71.31552695264917,71.31552695264917,71.31552695264917,7.844707964791408,7.844707964791408,7.844707964791408,3.432059734596241,3.432059734596241,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,8.232100950707032,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837,55.92986234156837
Delta W earth3 [lambda],6.041855157778799,6.041855157778799,7.722134402841542,7.722134402841542,153.4398134590592,153.4398134590592,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,5.523981858540616,12.6884769990861,12.6884769990861,12.6884769990861,12.6884769990861,19.611769911978516,19.611769911978516,19.611769911978516,19.829678466556057,20.859791633649877,20.859791633649877,20.859791633649877,20.88627599802765,160.4599356434606,160.4599356434606,160.4599356434606,17.650592920780667,17.650592920780667,17.650592920780667,7.722134402841542,7.722134402841542,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,18.522227139090823,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884,125.84219026852884
