,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
AW kernel support bw1 [uv-pixels],9.13876383819475,9.72373197317029,9.170823159046456,13.537827224116752,9.095695148598816,10.028039197212122,9.11589907338654,9.073920540407043,9.09451443562321,9.339872200132355,9.06896618458416,9.073920540407043,9.09451443562321,9.339872200132355,9.06896618458416,9.073920540407043,9.09451443562321,9.339872200132355,9.457758654985989,9.710456620692984,10.54434982017003,11.081652531966425,9.737631768864908,9.510070755686737,10.165941800940402,15.004920379719351,10.368401980522712,9.652734781235315,10.283409927176669,16.591365797873515,9.109058501857778,9.091775962533852,9.309077091922818,9.426939511050232,9.327688835164333,9.757588747492198,9.66085323816081,10.22915434227671,9.277216756365254,9.08325897310189,9.140359904208262,9.139402898315637,9.08325897310189,9.140359904208262,9.12623834643969,9.216616537776407,9.160942487291276,9.085739309480926,9.093494554570228,9.307058168741507,9.079457244531817,9.093494554570228,9.307058168741507
AW kernel support bw2 [uv-pixels],9.388015344482305,10.930460863128049,9.26191810375862,15.456282173860966,9.147022300240987,10.543514865620716,9.324747678655585,9.207910605630165,9.265339872014703,9.933909267078633,9.194062412448275,9.207910605630165,9.265339872014703,9.933909267078633,9.194062412448275,9.207910605630165,9.265339872014703,9.933909267078633,9.69661521201706,10.074472975776638,11.29410874813921,12.062067635962471,10.114852547810008,9.775200725351297,10.745352927542054,17.42466868061192,11.039841937998618,9.988544187812932,10.916473752250733,19.522468496518318,9.167493441425414,9.141015737980798,9.472160940149434,9.650224794723105,9.500349143216658,10.144476407658795,10.00064317590259,10.83752732708868,9.423844983334734,9.127958158396282,9.215385713515907,9.213922659438397,9.127958158396282,9.215385713515907,9.193789252690998,9.331724945511942,9.246833786044716,9.131761437921222,9.143649817086871,9.46910159748794,9.12212769955473,9.143649817086871,9.46910159748794
AW kernel support bw3 [uv-pixels],10.06195935216091,13.79898220774943,9.476293613956463,19.29825821327057,9.2686259597452,11.686232000723196,9.893481496880595,9.57780328726778,9.733730307098712,11.45527280785222,9.539976282296923,9.57780328726778,9.733730307098712,11.45527280785222,9.539976282296923,9.57780328726778,9.733730307098712,11.45527280785222,10.245800101597803,10.896859299924811,12.91501008675217,14.138371066290466,10.965582727944247,10.382456573429991,12.02043945350905,22.183362459042346,12.502901851366268,10.750091754417507,12.301495425395666,25.209554536791348,9.30576910111548,9.257715611660245,9.851491241577039,10.164799076906101,9.901350794614812,11.015903206422072,10.770800743229598,12.172081224957015,9.765791617430155,9.233978956190644,9.392422092876231,9.389779943513963,9.233978956190644,9.392422092876231,9.353388872102478,9.60153812426767,9.449139357644569,9.240895392887053,9.26250083517594,9.846073742599415,9.22337174056627,9.26250083517594,9.846073742599415
AW kernel support bw4 [uv-pixels],11.768883430239354,19.819601554229084,9.998957956555872,26.695349440819843,9.56971587160975,14.18010618543491,11.4112074576759,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,10.460121235320436,10.955730820167993,10.955730820167993,16.225433643501873,11.522013783826598,12.748071018652588,16.325374515323592,18.39081461894034,12.874874682769043,11.78341985616286,14.772336601413894,31.189703678960488,,,,,9.64716582096367,9.546907449620742,10.753445107386181,11.365928042052602,10.851902420011118,12.96744070039723,11.619257991168054,13.588574799976609,10.583277765521274,9.49719226810605,9.826688101901082,9.821237781272032,9.49719226810605,9.826688101901082,9.74601988159647,10.253632336941836,9.943339776794284,9.511691604357198,9.556914402997288,10.742723410319897,9.474934466793455,9.556914402997288,10.742723410319897
AW kernel support bw5 [uv-pixels],,,10.606537343584426,33.6676295826934,9.927351965899893,16.75096080189721,,,,,,,,,,,,,12.921344605547551,14.711886810257038,19.73670347358533,22.560568571849227,,,,,,,,,10.051020301314125,9.890831966840254,11.768947227212319,12.689478686049036,11.918169016000503,15.027393727760902,,,11.509802083135561,9.811067510083767,10.335727626508222,10.327122376197035,9.811067510083767,10.335727626508222,10.20812186975669,11.00295412884234,10.519350439097167,9.834353858530978,9.906860444462568,11.752666338561223,9.775283255878861,9.906860444462568,11.752666338561223
AW kernel support bw6 [uv-pixels],,,11.968338899539928,46.62945273343747,10.754746105363242,21.826674192351216,,,,,,,,,,,,,13.643585852475928,15.706694636604723,21.41561972187318,24.59512478947931,,,,,,,,,10.979456570389136,10.688031793239483,13.953931756465433,14.767492924190966,13.62121360433686,18.145268798297103,,,13.519254383107663,10.54173157457187,11.49019577841227,11.474884988382245,10.54173157457187,11.49019577841227,11.262367763103438,12.656551281291753,11.815160050253889,10.584526909074876,10.717332898206179,13.926739151194186,10.47582907291719,10.717332898206179,13.926739151194186
AW kernel support bw7 [uv-pixels],,,13.430031177932564,58.65773680985983,11.675447860043688,26.712763699750585,,,,,,,,,,,,,,,,,,,,,,,,,12.004810078240912,11.577208553761455,16.206114079921665,,,,,,15.60591938355113,11.361005778805444,12.745424693816087,12.723370813297164,11.361005778805444,12.745424693816087,12.416344050543554,14.403043834088285,13.211546042624818,11.424360686882077,11.620382016522747,16.16866994187614,11.263256723590684,11.620382016522747,16.16866994187614
AW kernel support bw8 [uv-pixels],,,14.554773891642958,67.23483390738011,12.4022931185897,30.250660487917894,,,,,,,,,,,,,,,,,,,,,,,,,12.809720306280589,12.280411267592978,17.895883782898487,,,,,,17.178366637050893,12.011558718382974,13.71983016171791,13.692838572866124,12.011558718382974,13.71983016171791,13.316399116277664,15.732928115657522,14.288903465111497,12.090432103254802,12.333996018099956,17.85118387433163,11.889714902623249,12.333996018099956,17.85118387433163
AW kernel support bw9 [uv-pixels],,,16.067304210673335,78.21430163285359,13.39993948489116,34.817418727188304,,,,,,,,,,,,,,,,,,,,,,,,,13.909352643248623,13.24704970081306,20.12717132453443,,,,,,19.26103340025759,12.908923165613047,15.039115406597134,15.005754345220248,12.908923165613047,15.039115406597134,13.620373820229618,16.177058213046028,14.650879011006309,13.008248099121918,13.314296499946963,20.073285839811938,12.755267744377374,13.314296499946963,20.073285839811938
AW kernel support bw10 [uv-pixels],,,17.57934976249554,88.77337939942704,14.415989263752072,39.23422111454972,,,,,,,,,,,,,,,,,,,,,,,,,15.024365281096792,14.23291492988626,22.323635501131573,,,,,,21.316297101480224,13.82717256520365,16.365931029840674,16.326449345788802,13.82717256520365,16.365931029840674,,,,13.946486797294824,14.313466889262068,22.26102537936273,13.642376420124041,14.313466889262068,22.26102537936273
AW kernel support bw11 [uv-pixels],,,19.08192245570137,98.98950542741873,15.440528497140969,43.52168837500995,,,,,,,,,,,,,,,,,,,,,,,,,16.14472181282882,15.228166092235305,24.481726966429907,,,,,,23.33925795648116,14.756693209541352,17.69052585146449,17.645154708082398,14.756693209541352,17.69052585146449,,,,14.89545806758074,15.321631985686837,24.410767450760673,14.541562038359574,15.321631985686837,24.410767450760673
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],0.37386856785626965,3.292092432384001,1.5616652083199996,3.123330416639999,0.7397335402460925,3.123330416639999,17.2524436612356,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,11.501768381065045,3.195028509193212,6.390057018386424,12.419644088050848,1.0622177883119122,0.1967105405821072,0.1967105405821072,0.6532836333712048,0.32710142210494925,0.09086331887845268,0.003655723623047832,0.30918653389646455,0.06181066911735407,0.01717021296950057,0.01717021296950057,0.06002396806848926,9.217020112932722,1.706863782796064,3.413727565592128,0.029148582938054706,0.014574291469027353,0.029148582938054706,0.21138866526935218,0.10569433263467609,18.6411959061079,5.178126833076211,10.356253666152423,18.739982499839996,5.178126833076211,10.356253666152423,11.653350405642486,3.2370584202910027,6.474116840582005,15.569297212707173,4.324819141782734,8.649638283565467,18.739982499839996,4.324819141782734,8.649638283565467
Total buffer ingest rate [TeraBytes/s],0.22951231488,0.45902462976,0.21911118994285705,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.45902462976,0.45902462976,0.11718355056481629,0.058591775282408144,0.0936553801197049,0.17067605927255525,0.11230408655405545,0.056152043277027726,8.568121837925374e-05,0.007246575962058415,0.0603171441186228,0.0301585720593114,0.0301585720593114,0.0019206548095032597,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.24400634366067123,0.12200317183033561,0.24400634366067123,0.0882049461869223,0.04410247309346115,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4326091720769555,0.21630458603847774,0.4326091720769555,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141
Cleaning memory [PetaBytes],0.0020822188206076676,13.537727443188897,0.04230743734749433,481.36462048704647,0.019397284682796327,441.3959892262987,0.01082662947439013,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004811835321951169,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004811835321951169,0.001485134358626904,0.1485134358626904,0.30940299138060506,0.004577771617304449,0.00043607792422119794,0.218038962110599,1.3954493575078335,0.0008587339573112956,0.00018405648947858704,0.007362259579143483,8.953243699941728,0.00028490731742091257,6.106552585324769e-05,0.018319657755974307,2.8185801482119834,0.06410414641970531,0.006106552585324772,3.053276292662386,0.0014135538391955478,0.0014135538391955478,0.353388459798887,0.0007521322195110101,0.0914049572322408,0.06726978327993767,0.020762278790104217,7.266797576536476,0.15135701237985974,0.020762278790104217,7.266797576536476,0.02698265751561944,0.005783319940762054,2.914793250144075,0.06218215261170708,0.013327793340986605,6.663896670493303,0.13990984337634096,0.013327793340986605,6.663896670493303
Working (cache) memory [TeraBytes],0.0001000287188972712,0.00031574526270643287,0.0039025207996900005,0.03139135488455348,0.00029121289190761585,0.0012649285619185497,0.0007071065577127979,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00019852335881719184,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00019852335881719184,7.989415548726815e-05,7.989415548726815e-05,0.0002015783009176349,0.00022081469710131098,1.747329118535103e-05,6.011565056135644e-05,9.823983241538795e-05,0.0001598213538287985,3.6044046546460815e-06,1.3168163864213617e-05,0.00021816717288941566,8.56835572725596e-05,1.6646956625909315e-06,4.831379288597576e-06,0.00010697140303969479,0.0004931490385055431,1.5184868512237034e-05,9.667870522961013e-05,2.629514710729215e-05,1.7511681714373986e-05,6.408492365105488e-05,0.0001170494587219956,3.45780027259563e-05,0.008016801151221085,0.00023583109127183881,0.0009260718882950149,0.0028067423196784596,0.00023583109127183881,0.0009260718882950149,0.0002800949380086894,3.979670525465753e-05,0.00022782815420578062,0.00024655386850579825,3.123581364557247e-05,0.00019141942930635958,0.0006103250019963497,3.123581364557247e-05,0.00019141942930635958
Visibility I/O Rate [TeraBytes/s],1.2462285595208986,10.973641441280003,5.205550694399998,10.411101388799995,2.465778467486975,10.411101388799995,7.987242435757222,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,5.324892769011595,1.7750158384406733,3.5500316768813467,6.899802271139359,0.4917674945888483,0.10928363365672622,0.10928363365672622,0.36293535187289155,0.1514358435671061,0.05047962159914038,0.0020309575683599068,0.17177029660914697,0.039021887069036656,0.013007737098106494,0.013007737098106494,0.04547270308218883,4.267138941172556,0.9482576571089243,1.8965153142178486,0.658278747471877,0.3949672484831261,0.7899344969662522,0.2669048803905961,0.1601429282343577,8.63018328986477,2.876737129486784,5.753474258973568,8.675917823999997,2.876737129486784,5.753474258973568,5.39506963224189,1.7983657890505569,3.5967315781011138,7.208007968845914,2.402677300990408,4.805354601980816,8.675917823999997,2.402677300990408,4.805354601980816
Inter-Facet I/O Rate [TeraBytes/s],0.020974731709417892,1.9091666907061264,0.7458041840103166,67.88475417125014,0.6838786266370499,62.24815232678571,0.0016656353037523273,0.00027925603324608446,0.0034907004155760556,0.007272292532450117,0.0007402823572232566,0.00027925603324608446,0.0034907004155760556,0.007272292532450117,0.0007402823572232566,0.00027925603324608446,0.0034907004155760556,0.007272292532450117,0.0035213627825418834,0.00040998779200283566,0.005124847400035446,0.03279902336022685,0.008257057281839382,0.00017304456275764592,0.00017304456275764592,0.210439488673844,0.003735672868281195,7.828913570929189e-05,0.0005871685178196893,0.09033910731448663,0.04931088186131177,0.005741203285348075,0.07176504106685094,0.02652070992862191,0.03241420102387122,0.40517751279839026,0.004930936753787215,0.005859292130271844,0.32341241961508493,0.009760045585091725,0.1708007977391052,0.05821423553071528,0.009760045585091725,0.1708007977391052,0.010377945198315168,0.0027186546730078027,0.06851009775979663,0.02391621254296426,0.006265201997899685,0.15663004994749213,0.0538114782216696,0.006265201997899685,0.15663004994749213
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],3.6141954566534857,28.326526837105533,15.649286841456307,340.45405889311667,6.747942226016185,280.19502378042733,12.831477444696548,4.677504468078017,5.100009489437786,10.103995982754292,7.968173469718078,4.677504468078017,5.100009489437786,10.103995982754292,7.968173469718078,4.677504468078017,5.100009489437786,10.103995982754292,0.8599012666053825,0.3246468657437782,0.35659388181697343,1.2637210270265802,0.30837593252081086,0.15929949413854444,0.007920781246193354,1.6152508307433904,0.09132973086316516,0.04518300767190549,0.048881970546930636,0.7066725986812269,6.01160761440593,2.508987570296005,2.838449961779765,1.0066618640850349,1.1344222633423053,2.9600741976114926,0.47740435181864893,0.5627079580867518,13.92642212272403,7.426572378685574,8.645848661785228,13.617213516173706,7.426572378685574,8.645848661785228,7.516947185963488,4.685146767550812,5.267062406096262,9.598167140873517,6.1236950432206205,7.082666253472394,12.231926174240156,6.1236950432206205,7.082666253472394
-> FFT [PetaFLOP/s],0.043146599721973,1.5018287188052961,0.24042308039189889,16.983588263395994,0.04550270053242804,2.241021841937862,0.0238472597627654,0.00229676834021853,0.04871682278823408,0.1257265307700326,0.010215566254727717,0.00229676834021853,0.04871682278823408,0.1257265307700326,0.010215566254727717,0.00229676834021853,0.04871682278823408,0.1257265307700326,0.0054421130680095894,0.0005828482503974849,0.004225409170135055,0.021784769759860982,0.0025160770647580503,0.00019897213206952237,0.00011223664748046025,0.03325925480470761,0.0007359917033723873,4.7494983301749204e-05,0.00022233930786168295,0.00717454517849589,0.017936701484613512,0.014498000966753492,0.03205805230688271,0.0016416590591609994,0.0012005421117124348,0.016929170081515746,0.0013248069402434766,0.0035271390996234712,0.12622380305937853,0.007353952556012833,0.09932737156471286,0.0843088427582539,0.007353952556012833,0.09932737156471286,0.021257309123508983,0.0070305272000396905,0.06357230261713961,0.017029089235950888,0.004178484922624067,0.09396443403426584,0.03235134429932968,0.004178484922624067,0.09396443403426584
-> Degridding Kernel Update [PetaFLOP/s],0.05230058924765507,0.4990999248317181,0.10081856622280574,1.9851823429888906,0.012821805979682915,0.07282009773117584,0.7524990627859706,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.35010911121639676,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.35010911121639676,0.0640217238255356,0.13253846488338367,0.26343107365306434,0.020858806434027176,0.0008810965672771168,0.0018707371995214505,0.006261389940745298,0.016270857280323434,0.000609321921816999,0.00019441572644502233,0.006354728285084942,0.006556832031296985,0.0003202463772987524,0.0003991286927567921,0.00285083291779497,0.02817100300793771,0.0007682488607109969,0.003392142921447534,0.002985718399473674,0.0015676367185669272,0.005714614951553173,0.012234770173158827,0.0034419679920755664,0.27196661112559406,0.013574684051448321,0.06189499074483767,0.16950680011510827,0.013574684051448321,0.06189499074483767,0.048490425189556235,0.003187434406722577,0.036097335349389796,0.02362165741723125,0.001914012009076358,0.008197119771687002,0.06066320715536399,0.001914012009076358,0.008197119771687002
